20
# x y z
0	0	0
0.5	0	0
1	0	0
1.5	0	0
2	0	0
2.5	0	0
3	0	0
3.5	0	0
4	0	0
4.5	0	0
5	0	0
5.5	0	0
6	0	0
6.5	0	0
7	0	0
7.5	0	0
8	0	0
8.5	0	0
9	0	0
9.5	0	0
57
# a b m n err u i
1	4	2	3	0.00000000000000e+00	1.32766810000000e-01	1.00000000000000e-05
2	5	3	4	0.00000000000000e+00	1.62494850000000e-01	1.00000000000000e-05
3	6	4	5	0.00000000000000e+00	1.55748990000000e-01	1.00000000000000e-05
4	7	5	6	0.00000000000000e+00	1.66227920000000e-01	1.00000000000000e-05
5	8	6	7	0.00000000000000e+00	1.67708320000000e-01	1.00000000000000e-05
6	9	7	8	0.00000000000000e+00	1.98756110000000e-01	1.00000000000000e-05
7	10	8	9	0.00000000000000e+00	1.53327540000000e-01	1.00000000000000e-05
8	11	9	10	0.00000000000000e+00	1.96086220000000e-01	1.00000000000000e-05
9	12	10	11	0.00000000000000e+00	0.00000000000000e+00	1.00000000000000e-06
10	13	11	12	1.20000000000000e+00	-3.73806200000000e-02	1.00000000000000e-06
11	14	12	13	4.00000000000000e-01	1.98208600000000e-02	1.00000000000000e-06
12	15	13	14	2.00000000000000e-01	1.51417100000000e-02	1.00000000000000e-06
13	16	14	15	1.00000000000000e-01	1.40167600000000e-02	1.00000000000000e-06
14	17	15	16	0.00000000000000e+00	1.25232400000000e-02	1.00000000000000e-06
15	18	16	17	0.00000000000000e+00	1.09446400000000e-02	1.00000000000000e-06
16	19	17	18	0.00000000000000e+00	1.23460000000000e-02	1.00000000000000e-06
17	20	18	19	0.00000000000000e+00	1.39122500000000e-02	1.00000000000000e-06
1	7	3	5	0.00000000000000e+00	5.75336600000000e-02	1.00000000000000e-05
2	8	4	6	0.00000000000000e+00	6.17908700000000e-02	1.00000000000000e-05
3	9	5	7	0.00000000000000e+00	6.13830100000000e-02	1.00000000000000e-05
4	10	6	8	0.00000000000000e+00	5.62908900000000e-02	1.00000000000000e-05
5	11	7	9	1.00000000000000e-01	6.12800500000000e-02	1.00000000000000e-05
6	12	8	10	0.00000000000000e+00	6.58307000000000e-02	1.00000000000000e-05
7	13	9	11	1.00000000000000e-01	5.77510490000000e-01	1.00000000000000e-05
8	14	10	12	0.00000000000000e+00	6.35745300000000e-02	1.00000000000000e-05
9	15	11	13	0.00000000000000e+00	-1.38343870000000e-01	1.00000000000000e-05
10	16	12	14	0.00000000000000e+00	6.30107200000000e-02	1.00000000000000e-05
11	17	13	15	5.00000000000000e-01	6.68631500000000e-02	1.00000000000000e-05
12	18	14	16	0.00000000000000e+00	6.86165500000000e-02	1.00000000000000e-05
13	19	15	17	0.00000000000000e+00	6.12384500000000e-02	1.00000000000000e-05
14	20	16	18	1.00000000000000e-01	8.41305500000000e-02	1.00000000000000e-05
1	10	4	7	0.00000000000000e+00	2.78268500000000e-02	1.00000000000000e-05
2	11	5	8	0.00000000000000e+00	2.57504800000000e-02	1.00000000000000e-05
3	12	6	9	0.00000000000000e+00	2.85619500000000e-02	1.00000000000000e-05
4	13	7	10	0.00000000000000e+00	3.17948100000000e-02	1.00000000000000e-05
5	14	8	11	7.00000000000000e-01	1.87419960000000e-01	1.00000000000000e-05
6	15	9	12	0.00000000000000e+00	3.65801500000000e-02	1.00000000000000e-05
7	16	10	13	0.00000000000000e+00	3.54553200000000e-02	1.00000000000000e-05
8	17	11	14	0.00000000000000e+00	-5.76376800000000e-02	1.00000000000000e-05
9	18	12	15	0.00000000000000e+00	3.68089200000000e-02	1.00000000000000e-05
10	19	13	16	0.00000000000000e+00	3.47258100000000e-02	1.00000000000000e-05
11	20	14	17	1.00000000000000e-01	3.21231700000000e-02	1.00000000000000e-05
1	13	5	9	0.00000000000000e+00	1.53132100000000e-02	1.00000000000000e-05
2	14	6	10	0.00000000000000e+00	1.58820400000000e-02	1.00000000000000e-05
3	15	7	11	0.00000000000000e+00	1.90957930000000e-01	1.00000000000000e-05
4	16	8	12	0.00000000000000e+00	2.01402600000000e-02	1.00000000000000e-05
5	17	9	13	0.00000000000000e+00	2.05813200000000e-02	1.00000000000000e-05
6	18	10	14	0.00000000000000e+00	2.30541300000000e-02	1.00000000000000e-05
7	19	11	15	3.00000000000000e-01	-1.88208030000000e-01	1.00000000000000e-05
8	20	12	16	1.00000000000000e-01	2.38938900000000e-02	1.00000000000000e-05
1	16	6	11	6.00000000000000e-01	1.79163550000000e-01	1.00000000000000e-05
2	17	7	12	0.00000000000000e+00	1.22535000000000e-02	1.00000000000000e-05
3	18	8	13	0.00000000000000e+00	1.62150500000000e-02	1.00000000000000e-05
4	19	9	14	1.00000000000000e-01	1.61373400000000e-02	1.00000000000000e-05
5	20	10	15	0.00000000000000e+00	1.83962400000000e-02	1.00000000000000e-05
1	19	7	13	0.00000000000000e+00	1.06056800000000e-02	1.00000000000000e-05
2	20	8	14	3.00000000000000e-01	1.93724000000000e-02	1.00000000000000e-05
0
