20
# x y z
0	0	0
0.5	0	0
1	0	0
1.5	0	0
2	0	0
2.5	0	0
3	0	0
3.5	0	0
4	0	0
4.5	0	0
5	0	0
5.5	0	0
6	0	0
6.5	0	0
7	0	0
7.5	0	0
8	0	0
8.5	0	0
9	0	0
9.5	0	0
57
# a b m n err u i
2	5	3	4	0.00000000000000e+00	6.03929800000000e-02	1.00000000000000e-05
3	6	4	5	0.00000000000000e+00	6.17376200000000e-02	1.00000000000000e-05
4	7	5	6	0.00000000000000e+00	7.04022000000000e-02	1.00000000000000e-05
5	8	6	7	0.00000000000000e+00	6.57996900000000e-02	1.00000000000000e-05
6	9	7	8	0.00000000000000e+00	6.79048500000000e-02	1.00000000000000e-05
7	10	8	9	0.00000000000000e+00	6.81452800000000e-02	1.00000000000000e-05
8	11	9	10	0.00000000000000e+00	5.98198800000000e-02	1.00000000000000e-05
9	12	10	11	0.00000000000000e+00	7.71151600000000e-02	1.00000000000000e-05
10	13	11	12	0.00000000000000e+00	6.38904200000000e-02	1.00000000000000e-05
11	14	12	13	0.00000000000000e+00	6.15591600000000e-02	1.00000000000000e-05
12	15	13	14	0.00000000000000e+00	6.54551800000000e-02	1.00000000000000e-05
13	16	14	15	0.00000000000000e+00	6.07207200000000e-02	1.00000000000000e-05
14	17	15	16	0.00000000000000e+00	6.56299300000000e-02	1.00000000000000e-05
15	18	16	17	0.00000000000000e+00	6.60043400000000e-02	1.00000000000000e-05
16	19	17	18	0.00000000000000e+00	6.34440500000000e-02	1.00000000000000e-05
17	20	18	19	0.00000000000000e+00	6.93914100000000e-02	1.00000000000000e-05
18	21	19	20	0.00000000000000e+00	7.47503900000000e-02	1.00000000000000e-05
2	8	4	6	0.00000000000000e+00	4.04192300000000e-02	1.00000000000000e-05
3	9	5	7	0.00000000000000e+00	4.57099100000000e-02	1.00000000000000e-05
4	10	6	8	0.00000000000000e+00	4.65542500000000e-02	1.00000000000000e-05
5	11	7	9	0.00000000000000e+00	3.96549800000000e-02	1.00000000000000e-05
6	12	8	10	0.00000000000000e+00	3.90887400000000e-02	1.00000000000000e-05
7	13	9	11	0.00000000000000e+00	4.50009500000000e-02	1.00000000000000e-05
8	14	10	12	0.00000000000000e+00	4.87377200000000e-02	1.00000000000000e-05
9	15	11	13	0.00000000000000e+00	4.15431700000000e-02	1.00000000000000e-05
10	16	12	14	1.00000000000000e-01	4.04295000000000e-02	1.00000000000000e-05
11	17	13	15	0.00000000000000e+00	4.28374300000000e-02	1.00000000000000e-05
12	18	14	16	0.00000000000000e+00	4.55636600000000e-02	1.00000000000000e-05
13	19	15	17	0.00000000000000e+00	4.63200200000000e-02	1.00000000000000e-05
14	20	16	18	0.00000000000000e+00	4.49676200000000e-02	1.00000000000000e-05
15	21	17	19	0.00000000000000e+00	4.53869500000000e-02	1.00000000000000e-05
2	11	5	8	0.00000000000000e+00	2.74566100000000e-02	1.00000000000000e-05
3	12	6	9	0.00000000000000e+00	2.70018900000000e-02	1.00000000000000e-05
4	13	7	10	0.00000000000000e+00	2.60432300000000e-02	1.00000000000000e-05
5	14	8	11	1.00000000000000e-01	2.75631600000000e-02	1.00000000000000e-05
6	15	9	12	0.00000000000000e+00	3.00905700000000e-02	1.00000000000000e-05
7	16	10	13	0.00000000000000e+00	3.10609200000000e-02	1.00000000000000e-05
8	17	11	14	0.00000000000000e+00	2.83813400000000e-02	1.00000000000000e-05
9	18	12	15	0.00000000000000e+00	2.80598800000000e-02	1.00000000000000e-05
10	19	13	16	0.00000000000000e+00	2.89798500000000e-02	1.00000000000000e-05
11	20	14	17	1.00000000000000e-01	3.08136300000000e-02	1.00000000000000e-05
12	21	15	18	0.00000000000000e+00	3.12954000000000e-02	1.00000000000000e-05
2	14	6	10	0.00000000000000e+00	1.72661700000000e-02	1.00000000000000e-05
3	15	7	11	0.00000000000000e+00	1.88869100000000e-02	1.00000000000000e-05
4	16	8	12	5.00000000000000e-01	1.91152800000000e-02	1.00000000000000e-05
5	17	9	13	1.00000000000000e-01	1.89189300000000e-02	1.00000000000000e-05
6	18	10	14	0.00000000000000e+00	2.04974700000000e-02	1.00000000000000e-05
7	19	11	15	0.00000000000000e+00	1.93010500000000e-02	1.00000000000000e-05
8	20	12	16	0.00000000000000e+00	1.96102600000000e-02	1.00000000000000e-05
9	21	13	17	0.00000000000000e+00	1.95637300000000e-02	1.00000000000000e-05
2	17	7	12	0.00000000000000e+00	1.26367000000000e-02	1.00000000000000e-05
3	18	8	13	1.00000000000000e-01	1.28831900000000e-02	1.00000000000000e-05
4	19	9	14	0.00000000000000e+00	1.31569700000000e-02	1.00000000000000e-05
5	20	10	15	0.00000000000000e+00	1.32947900000000e-02	1.00000000000000e-05
6	21	11	16	0.00000000000000e+00	1.29254100000000e-02	1.00000000000000e-05
2	20	8	14	0.00000000000000e+00	8.70366400000000e-02	1.00000000000000e-04
3	21	9	15	0.00000000000000e+00	8.88019700000000e-02	1.00000000000000e-04
0
