U0(mV)	U90(mV)	I(mA)	errorU0(%)	errorU90(%)	TxV(V)	
46.25703	0.23073	0.01	0	1	0	
44.80218	0.22517	0.01	0	2	0	
48.16428	0.2381	0.01	0	9	0	
44.57575	0.17915	0.01	0	5	0	
53.3488	0.13681	0.01	0	7	0	
59.73638	0.18012	0.01	0.1	23	0	
36.58334	0.11958	0.01	0	12	0	
30.81585	0.06981	0.01	0.1	59	0	
29.7705	0.43205	0.01	0	26	0	
33.75745	0.26737	0.01	0	0	0	
35.22902	0.08731	0.01	0.2	32	1	
40.08206	0.19074	0.01	0	14	0	
44.13489	-0.0037	0.01	0.2	116	0	
42.51741	0.17551	0.01	0.1	4	0	
43.05165	0.34362	0.01	0	5	0	
43.87434	0.2239	0.01	0.1	5	0	
45.06213	0.17629	0.01	0.1	22	1	
45.94132	0.46627	0.01	0	1	0	
46.11163	0.41509	0.01	0	3	0	
50.47147	0.5096	0.01	0	6	0	
28.71594	0.11253	0.01	0.5	60	0	
27.83466	0.0426	0.01	0	179	0	
28.2467	0.26798	0.01	0	17	0	
34.2966	0.62915	0.01	0.2	3	0	
37.04561	0.60262	0.01	0.2	1	0	
40.00522	0.31951	0.01	0.1	7	0	
38.25195	0.42579	0.01	0.5	46	0	
38.96927	0.46385	0.01	0	0	0	
38.26973	0.32638	0.01	0.1	3	0	
41.2688	0.24211	0.01	0.2	19	0	
42.11969	0.60999	0.01	0	1	1	
23.17854	0.24322	0.01	0	12	0	
26.37268	0.31198	0.01	0.2	35	0	
29.55402	0.85318	0.01	0.3	10	0	
32.87755	0.49409	0.01	0	10	0	
36.26273	0.52288	0.01	0	7	0	
34.69464	0.51937	0.01	0.1	22	0	
34.59532	0.57535	0.01	0.1	0	0	
35.51777	0.41298	0.01	0.1	2	0	
24.23342	0.25934	0.01	0.3	0	0	
26.53641	0.55979	0.01	0.5	21	0	
28.41154	0.25274	0.01	0.1	0	0	
31.92224	0.38527	0.01	0.5	26	0	
32.06045	0.69316	0.01	0.1	5	0	
24.33955	0.0665	0.01	1	244	0	
25.34699	0.41162	0.01	0.2	6	0	
27.11.2019	0:00:00					
3.16						
13.55						
26.08255	0.06802	0.01	0	3	0	
28.85084	0.09635	0.01	0	3	0	
25.09763	0.07808	0.01	0	0	0	
23.27706	0.06621	0.01	0	4	0	
23.95363	0.04896	0.01	0	10	0	
29.03975	0.08217	0.01	0	12	0	
25.9195	0.08651	0.01	0	29	0	
38.32539	0.13339	0.01	0	47	0	
35.98464	0.82183	0.01	0.6	3	0	
37.69684	0.52316	0.01	0.3	9	0	
38.88072	0.05187	0.01	0	36	1	
39.38707	0.07099	0.01	0	34	0	
39.51063	0.16839	0.01	0	1	0	
42.90018	0.2017	0.01	0	0	0	
40.85928	0.20235	0.01	0	1	0	
48.89965	0.26467	0.01	0	2	0	
55.83987	0.33249	0.01	0	2	0	
29.57344	0.15566	0.01	0	3	0	
25.40602	0.13198	0.01	0	1	0	
25.56434	0.4974	0.01	1.4	27	0	
28.17081	0.13508	0.01	0	1	0	
29.05022	0.07537	0.01	0.1	129	1	
33.0956	0.09873	0.01	0.1	5	0	
36.82792	0.24512	0.01	0	3	0	
35.11384	0.15522	0.01	0	0	0	
35.71023	0.11377	0.01	0.1	16	0	
37.82798	0.14741	0.01	0.1	18	0	
39.76063	0.35291	0.01	0	10	1	
41.31116	0.33297	0.01	0	1	0	
41.86381	0.37622	0.01	0	2	0	
45.70486	0.45344	0.01	0	2	0	
24.39919	0.28746	0.01	0.7	29	0	
24.03941	0.12833	0.01	0	22	0	
24.40454	0.20495	0.01	0	3	0	
29.22087	0.29871	0.01	0.2	8	0	
31.23904	0.50061	0.01	0.3	4	0	
33.28845	0.14748	0.01	0.1	7	0	
32.10567	0.24515	0.01	0.1	1	0	
33.47779	0.35651	0.01	0	0	0	
34.22744	0.23949	0.01	0.1	11	0	
37.50236	0.29353	0.01	0.1	17	0	
38.43994	0.50408	0.01	0	3	1	
20.74957	0.21981	0.01	0	2	0	
23.58398	0.26912	0.01	0	4	0	
25.7488	0.3553	0.01	0.1	16	0	
27.96796	0.37249	0.01	0	6	0	
30.67423	0.44885	0.01	0	6	0	
30.00411	0.49747	0.01	0	5	0	
30.4624	0.47742	0.01	0	1	0	
32.03251	0.4148	0.01	0.1	3	0	
21.73395	0.19644	0.01	0.2	1	0	
23.44791	0.25541	0.01	0.1	4	0	
24.89362	0.42625	0.01	0	6	0	
27.57681	0.5041	0.01	0	6	0	
27.97443	0.58748	0.01	0	6	0	
21.45985	0.54983	0.01	0.1	4	0	
22.63511	0.61286	0.01	0.1	3	0	
27.11.2019	6:00:00					
2.59						
12.92						
26.97255	0.10278	0.01	0	8	0	
29.89215	0.09505	0.01	0	1	0	
25.81924	0.08437	0.01	0	4	0	
23.80166	0.07396	0.01	0	5	0	
24.52838	0.18027	0.01	0	15	0	
29.72	0.10021	0.01	0	7	0	
26.84758	0.09241	0.01	0	6	0	
40.31813	0.13742	0.01	0	6	0	
38.0989	0.61143	0.01	0.6	19	0	
39.11081	0.47901	0.01	0.3	3	0	
39.05261	0.08558	0.01	0	1	1	
37.2718	0.07437	0.01	0	7	0	
40.57852	0.09785	0.01	0	9	0	
44.05549	0.10577	0.01	0	16	0	
43.77915	0.12919	0.01	0	22	0	
52.31471	0.2863	0.01	0	0	0	
61.48161	0.37907	0.01	0	1	0	
30.61763	0.15848	0.01	0	0	0	
26.14593	0.13287	0.01	0	1	0	
25.60765	0.12535	0.01	0	1	0	
28.73801	0.14237	0.01	0	1	0	
29.61945	0.1178	0.01	0	37	0	
34.05877	0.21019	0.01	0	1	0	
38.12566	-0.01241	0.01	0.4	83	0	
37.31014	0.21084	0.01	0	2	0	
36.70446	0.35867	0.01	0.1	0	0	
37.09523	0.15044	0.01	0.1	2	0	
39.83343	0.18292	0.01	0	2	1	
43.0987	0.22948	0.01	0.1	6	0	
44.17225	0.25594	0.01	0.1	14	1	
47.94247	0.47823	0.01	0	2	0	
24.49263	0.18089	0.01	0	1	0	
24.20597	0.2236	0.01	0	20	0	
24.53137	0.19069	0.01	0	4	0	
30.01909	0.24778	0.01	0	3	0	
33.50068	0.28669	0.01	0.2	46	0	
35.62125	0.36687	0.01	0	7	0	
33.6387	0.2456	0.01	0.1	0	0	
33.45598	0.41522	0.01	0	3	0	
33.92507	0.2267	0.01	0.1	15	0	
37.28918	0.43445	0.01	0	3	0	
39.97954	0.49554	0.01	0	0	1	
20.86277	0.22814	0.01	0	3	0	
24.42073	0.28186	0.01	0	3	0	
27.26751	0.34755	0.01	0	6	0	
29.68249	0.40489	0.01	0	5	0	
32.11857	0.48459	0.01	0	5	0	
30.355	0.47985	0.01	0	1	0	
30.26032	0.46032	0.01	0	2	0	
31.42582	0.4005	0.01	0.1	3	0	
22.7806	0.23456	0.01	0.1	1	0	
24.60746	0.27585	0.01	0.2	4	0	
25.78586	0.25293	0.01	0.2	15	0	
27.91738	0.38993	0.01	0.1	10	0	
27.89154	0.53853	0.01	0	3	0	
21.85529	0.4779	0.01	0	4	0	
22.63232	0.5371	0.01	0	6	0	
27.11.2019	12:00:00					
3.25						
13						
25.47935	0.07779	0.01	0	10	0	
28.20162	0.09352	0.01	0	7	0	
24.53757	0.08901	0.01	0	6	0	
22.83386	0.07094	0.01	0	2	0	
23.10832	0.05824	0.01	0	0	0	
27.27604	-0.75182	0.01	1.3	28	0	
24.91185	0.03866	0.01	0	6	0	
37.38308	0.05144	0.01	0	11	1	
35.13038	-0.65487	0.01	0.7	16	0	
36.39633	-0.30073	0.01	0.3	34	0	
36.40526	0.24013	0.01	0	13	0	
34.38584	0.13152	0.01	0	2	0	
37.39683	0.1606	0.01	0	2	0	
40.68249	0.19099	0.01	0	2	0	
40.6254	0.2092	0.01	0	3	0	
49.04432	0.27926	0.01	0	3	0	
57.3029	0.36203	0.01	0	3	0	
28.77559	0.14721	0.01	0	3	0	
24.91328	0.12965	0.01	0	1	0	
24.4063	0.11373	0.01	0	6	0	
26.95152	0.10266	0.01	0	11	0	
27.7221	0.08104	0.01	0	6	1	
31.71968	0.16939	0.01	0	4	0	
35.6077	0.36033	0.01	0	20	0	
34.84994	0.21558	0.01	0	0	0	
34.58729	0.20994	0.01	0	14	0	
34.81469	0.2492	0.01	0	3	0	
36.98371	0.22071	0.01	0	12	0	
40.11351	0.35185	0.01	0	3	0	
41.45646	0.37735	0.01	0	2	0	
45.63857	0.43203	0.01	0	1	0	
23.33727	0.13916	0.01	0	13	0	
23.22993	0.05359	0.01	0.1	49	1	
23.16847	0.12868	0.01	0.1	9	0	
28.08629	0.12353	0.01	0.1	4	0	
31.2291	-0.15072	0.01	0.3	74	0	
33.53073	0.27059	0.01	0	7	0	
31.93981	0.30999	0.01	0	3	0	
31.96845	0.27346	0.01	0	17	0	
32.0306	0.36731	0.01	0	4	0	
35.12525	0.42207	0.01	0	9	0	
37.84216	0.44072	0.01	0	7	0	
19.95794	0.2345	0.01	0	5	0	
23.16725	0.28887	0.01	0	3	0	
25.65768	0.0295	0.01	0.4	175	0	
28.00229	0.21204	0.01	0.1	5	0	
30.47877	0.22131	0.01	0.2	1	0	
28.98454	0.26386	0.01	0.1	4	0	
29.00684	0.4243	0.01	0	0	0	
30.41003	0.29733	0.01	0.2	16	0	
21.89894	0.25518	0.01	0.2	10	0	
23.73577	0.42604	0.01	1.6	126	0	
24.68331	0.41807	0.01	0	5	0	
26.68199	0.49187	0.01	0	6	0	
26.8773	0.56204	0.01	0	5	0	
21.12417	0.52808	0.01	0.2	5	0	
21.8805	0.5464	0.01	0	1	0	
27.11.2019	18:00:00					
5.96						
13.69						
24.74442	0.06945	0.01	0	30	0	
27.61335	0.02692	0.01	0	50	0	
24.16218	0.02949	0.01	0.1	81	0	
22.48056	0.01829	0.01	0	12	0	
22.985	-0.07216	0.01	0.2	46	0	
26.94217	-0.02577	0.01	0.1	219	0	
24.11029	0.07191	0.01	0	12	0	
36.29731	0.14626	0.01	0	4	0	
34.22742	0.10053	0.01	0	6	0	
35.12248	0.07053	0.01	0	28	0	
35.35137	0.05389	0.01	0.1	18	0	
32.74353	0.04177	0.01	0	14	0	
35.08734	0.04424	0.01	0.1	46	0	
37.74016	0.05929	0.01	0.1	66	0	
36.41537	0.15612	0.01	0	15	0	
47.40227	0.26041	0.01	0	4	0	
55.6623	0.30542	0.01	0	2	0	
27.89171	0.12341	0.01	0	26	0	
24.47616	0.17354	0.01	0.2	40	0	
24.01817	0.10215	0.01	0.1	55	0	
26.27703	0.13346	0.01	0	6	0	
26.51453	0.08392	0.01	0.2	26	0	
30.63671	0.16986	0.01	0.1	15	0	
34.93049	0.12857	0.01	0	14	0	
33.965	0.08336	0.01	0.1	42	0	
33.36851	0.08711	0.01	0	24	0	
33.66794	0.13015	0.01	0.1	24	0	
35.89027	0.13836	0.01	0.1	24	0	
37.85485	0.31926	0.01	0	0	0	
37.95619	0.31548	0.01	0	1	0	
43.54574	0.45025	0.01	0	12	0	
22.97543	0.17289	0.01	0	4	0	
22.60949	0.14705	0.01	0	0	0	
22.42255	0.20382	0.01	0.1	8	0	
26.94701	0.17606	0.01	0.2	26	0	
29.98671	0.17604	0.01	0.1	3	0	
32.73064	0.30349	0.01	0.1	20	0	
31.3504	0.20774	0.01	0.1	34	0	
31.27785	0.1488	0.01	0.1	6	0	
31.16974	0.18422	0.01	0.2	9	0	
33.54034	0.20445	0.01	0.2	26	0	
35.54927	0.47627	0.01	0	2	0	
19.38792	0.2339	0.01	0.2	28	0	
22.44408	0.25048	0.01	0	8	0	
25.11641	0.19671	0.01	0.3	64	0	
27.52167	0.42023	0.01	0.4	41	0	
30.32567	0.49413	0.01	0.1	13	0	
28.68107	0.36176	0.01	0	4	0	
28.34934	0.29214	0.01	0.1	0	0	
29.18706	0.30892	0.01	0.1	1	0	
21.32854	0.19108	0.01	0	43	0	
23.64082	0.3253	0.01	0.1	18	0	
24.44333	0.39952	0.01	0	6	0	
26.45277	0.57043	0.01	0.2	1	0	
26.5077	0.5406	0.01	0.1	1	0	
20.88821	0.50958	0.01	0.1	17	0	
21.74886	0.48086	0.01	0	13	0	
28.11.2019	0:00:00					
5.63						
13.65						
25.90227	0.06856	0.01	0	7	0	
28.92428	0.0918	0.01	0	3	0	
25.42985	0.07672	0.01	0	5	0	
23.47681	0.09258	0.01	0	17	1	
24.0445	0.10486	0.01	0.6	43	0	
27.63892	-0.02648	0.01	0.4	202	0	
25.35819	0.07499	0.01	0	7	0	
38.04075	0.14722	0.01	0	1	0	
35.98087	0.13904	0.01	0	6	0	
36.91631	0.15646	0.01	0	4	0	
37.13134	0.16009	0.01	0	0	0	
34.28568	0.11807	0.01	0	5	0	
35.8091	0.09155	0.01	0	4	0	
37.82426	0.07868	0.01	0	1	0	
36.13304	0.08334	0.01	0	9	0	
45.80598	0.13461	0.01	0	9	0	
54.94448	0.16665	0.01	0.1	22	0	
29.43209	0.17124	0.01	0	7	1	
25.65648	0.13083	0.01	0	1	0	
24.50747	0.35213	0.01	0	42	0	
27.20481	0.13339	0.01	0	2	0	
27.90081	0.11983	0.01	0	44	0	
32.12112	0.18621	0.01	0	1	0	
36.4145	0.2191	0.01	0	1	0	
35.17387	0.2312	0.01	0	2	0	
34.66541	0.24816	0.01	0	0	0	
34.97285	0.22967	0.01	0	1	0	
36.70164	0.18136	0.01	0	3	0	
38.30798	0.17566	0.01	0.1	1	0	
37.51843	0.22925	0.01	0	2	0	
41.5933	0.26091	0.01	0.1	9	0	
24.09039	-0.08871	0.01	0	149	0	
23.35823	0.16972	0.01	0	1	0	
23.12927	0.17498	0.01	0	2	0	
27.85416	0.20907	0.01	0.1	11	0	
31.23142	0.25233	0.01	0	18	0	
33.74246	0.18692	0.01	0.1	4	0	
32.35929	0.22456	0.01	0	0	0	
32.28327	0.29105	0.01	0	0	0	
32.07782	0.22299	0.01	0.1	9	0	
33.76751	0.222	0.01	0.2	20	0	
34.65523	0.42844	0.01	0	2	0	
19.84018	0.2093	0.01	0	3	0	
22.91767	0.24924	0.01	0	4	0	
25.7222	0.30292	0.01	0	5	0	
28.22688	0.3532	0.01	0	5	0	
31.18276	0.4284	0.01	0	5	0	
29.78719	0.46974	0.01	0	6	0	
28.92944	0.44893	0.01	0	0	0	
29.08159	0.49411	0.01	0	0	0	
21.67824	0.30064	0.01	0	2	0	
23.63895	0.21749	0.01	0.2	4	0	
24.95918	0.29736	0.01	0.1	2	0	
26.9053	0.30612	0.01	0.2	7	0	
26.86704	0.32499	0.01	0.2	11	0	
21.18111	0.3661	0.01	0.1	8	0	
21.98528	0.47766	0.01	0	4	0	
28.11.2019	6:00:00					
2.76						
12.92						
26.61616	0.06921	0.01	0	2	0	
29.62988	0.03578	0.01	0	25	0	
26.04123	0.01074	0.01	0	154	0	
24.22913	0.05555	0.01	0	9	0	
24.47697	0.05688	0.01	0.4	90	0	
28.04673	0.02441	0.01	0	212	0	
26.11742	0.07815	0.01	0	0	0	
38.55504	0.14531	0.01	0	1	0	
36.37997	0.12971	0.01	0	2	0	
37.63389	0.14706	0.01	0	7	0	
37.82658	0.15556	0.01	0	4	0	
35.6873	0.15473	0.01	0	4	0	
36.85234	0.16177	0.01	0	2	0	
38.63645	0.17978	0.01	0	1	0	
37.08122	0.13915	0.01	0	5	0	
46.08697	0.1185	0.01	0	8	0	
56.82532	0.2236	0.01	0	4	0	
30.1442	0.05701	0.01	0	12	1	
26.41087	0.0608	0.01	0	18	0	
25.59671	0.20547	0.01	0	21	0	
27.61052	0.13753	0.01	0	1	0	
28.37424	0.19643	0.01	0	10	0	
32.85788	0.1952	0.01	0	3	0	
36.98732	0.19152	0.01	0	2	0	
35.5349	0.15734	0.01	0	6	0	
35.21178	0.11054	0.01	0.1	3	0	
36.01903	0.17053	0.01	0	2	0	
37.92047	0.18377	0.01	0	4	0	
39.40827	0.18368	0.01	0.1	13	0	
38.29213	0.30409	0.01	0	2	0	
41.98239	0.38781	0.01	0	1	0	
24.52763	0.173	0.01	0	4	0	
23.84588	0.17689	0.01	0	2	0	
23.68684	0.17824	0.01	0	3	0	
28.52189	0.23106	0.01	0	2	0	
31.55329	0.27403	0.01	0	5	0	
34.20649	0.33034	0.01	0	5	0	
32.80991	0.34501	0.01	0	3	0	
33.04279	0.37876	0.01	0	3	0	
32.96698	0.38133	0.01	0	0	0	
34.50651	0.39432	0.01	0	2	0	
35.1244	0.33951	0.01	0.1	3	0	
20.32452	0.1408	0.01	0.1	2	0	
23.31321	0.17355	0.01	0.1	4	0	
26.03244	0.04163	0.01	0.3	180	0	
28.6674	0.16645	0.01	0.2	28	0	
31.44194	0.37677	0.01	0	2	0	
30.35575	0.3953	0.01	0	4	0	
29.50949	0.47842	0.01	0	3	0	
29.68987	0.51268	0.01	0	5	0	
21.99853	0.36366	0.01	0	6	0	
23.94517	0.46196	0.01	0	9	0	
25.29432	0.47565	0.01	0	2	0	
27.18349	0.45845	0.01	0	1	0	
26.98472	0.32381	0.01	0.2	3	0	
21.18487	0.39594	0.01	0.1	0	0	
22.15231	0.35782	0.01	0.2	4	0	
28.11.2019	12:00:00					
3.92						
13.17						
26.85109	0.06756	0.01	0	2	0	
29.75305	0.03356	0.01	0	38	0	
26.16792	0.07436	0.01	0	3	0	
24.45734	0.06704	0.01	0	4	0	
24.60662	0.05394	0.01	0	8	0	
28.06961	0.0742	0.01	0	10	0	
26.12672	0.10419	0.01	0	11	0	
38.59429	0.15009	0.01	0	4	0	
36.27859	0.1389	0.01	0	1	0	
37.62936	0.13815	0.01	0	3	0	
37.86445	0.10031	0.01	0	6	0	
35.69974	0.0657	0.01	0	4	0	
36.90488	0.07782	0.01	0	8	0	
38.40089	0.08336	0.01	0	10	0	
36.92919	0.06918	0.01	0	25	0	
45.37169	0.11544	0.01	0	31	0	
55.90637	0.32377	0.01	0	1	0	
30.09459	0.15906	0.01	0	0	0	
26.45623	0.13415	0.01	0	0	0	
25.59424	0.19147	0.01	0	54	0	
27.65059	0.13324	0.01	0	1	0	
28.44091	0.22304	0.01	0.1	0	0	
32.89015	0.19554	0.01	0	3	0	
36.92923	0.19481	0.01	0	11	0	
35.40494	0.20653	0.01	0	0	0	
35.10683	0.20149	0.01	0	3	0	
35.9636	0.15078	0.01	0.1	5	0	
37.76093	0.18003	0.01	0	0	0	
39.10679	0.2135	0.01	0	1	0	
37.94192	0.20545	0.01	0.1	8	0	
41.42891	0.23578	0.01	0.1	15	0	
24.62595	0.17502	0.01	0	2	0	
23.89848	0.17283	0.01	0	1	0	
23.71381	0.17762	0.01	0	2	0	
28.46171	0.22164	0.01	0	3	0	
31.40903	0.26439	0.01	0	5	0	
34.02783	0.32081	0.01	0	5	0	
32.65813	0.3362	0.01	0	3	0	
32.92266	0.38141	0.01	0	5	0	
32.88979	0.3872	0.01	0	1	0	
34.32994	0.38674	0.01	0	1	0	
34.82339	0.33447	0.01	0.1	2	0	
20.35114	0.14252	0.01	0.1	0	0	
23.27603	0.18413	0.01	0.1	3	0	
25.85878	0.16953	0.01	0.1	9	0	
28.43761	0.18723	0.01	0.2	17	0	
31.25294	0.35362	0.01	0	4	0	
30.21094	0.39209	0.01	0	3	0	
29.52329	0.44107	0.01	0	2	0	
29.5361	0.48677	0.01	0	5	0	
21.88806	0.34168	0.01	0	5	0	
23.73143	0.50725	0.01	0.2	17	0	
25.14283	0.3152	0.01	0.1	1	0	
27.13441	0.30547	0.01	0.2	6	0	
27.06984	0.31157	0.01	0.2	15	0	
21.0134	0.52984	0.01	0	5	0	
22.07409	0.47587	0.01	0	3	0	
28.11.2019	18:00:00					
7.92						
13.72						
27.00364	0.09212	0.01	0	19	0	
29.74753	0.05506	0.01	0	9	0	
26.37685	0.01389	0.01	0	10	0	
24.61633	0.00646	0.01	0	51	0	
24.92022	0.0883	0.01	0.2	144	0	
27.54383	0.05768	0.01	0.3	124	0	
26.26773	0.13906	0.01	0	11	0	
38.72962	0.15061	0.01	0	3	0	
36.55689	0.24836	0.01	0.1	27	0	
37.69484	0.14947	0.01	0	13	0	
38.38687	0.16259	0.01	0	0	0	
35.83555	0.15723	0.01	0	3	0	
37.02264	0.16831	0.01	0	2	0	
37.89234	0.16942	0.01	0	8	0	
36.44483	0.1027	0.01	0	15	0	
43.8297	0.11915	0.01	0	2	0	
53.58111	0.20533	0.01	0	2	0	
30.06329	0.11233	0.01	0	12	0	
26.47071	0.06936	0.01	0.1	12	0	
25.77115	0.32405	0.01	0.2	36	0	
27.49771	0.11732	0.01	0	2	0	
28.29212	0.15842	0.01	0.4	29	0	
32.92361	0.15464	0.01	0.1	27	0	
36.88843	0.22054	0.01	0	3	0	
35.32188	0.21688	0.01	0	0	0	
35.22301	0.25982	0.01	0	5	0	
36.08078	0.29265	0.01	0	10	0	
37.52012	0.23736	0.01	0	4	0	
38.51325	0.18209	0.01	0.1	6	0	
37.14068	0.19834	0.01	0.1	8	0	
40.06495	0.28113	0.01	0.1	10	0	
24.62786	0.07905	0.01	0.1	33	0	
23.80408	0.12723	0.01	0	16	0	
23.582	0.19579	0.01	0	5	0	
28.22414	0.18743	0.01	0	9	0	
31.24484	0.2523	0.01	0	10	0	
33.77194	0.32096	0.01	0	2	0	
32.49306	0.23605	0.01	0.1	5	0	
32.63368	0.14646	0.01	0	32	0	
32.6642	0.2451	0.01	0.1	5	0	
33.91964	0.24205	0.01	0.1	11	0	
34.30641	0.31246	0.01	0	2	0	
20.18892	0.24797	0.01	0.1	16	0	
23.00619	0.25723	0.01	0	9	0	
25.45626	0.274	0.01	0	12	0	
28.12035	0.31203	0.01	0	14	0	
31.07011	0.45079	0.01	0	10	0	
30.0348	0.46977	0.01	0	3	0	
29.32164	0.38701	0.01	0	3	1	
28.89107	0.35336	0.01	0.3	14	0	
21.44525	0.12034	0.01	0	53	0	
23.30839	0.31126	0.01	0	11	0	
24.93715	0.27322	0.01	0.2	5	0	
26.98882	0.30731	0.01	0.1	4	0	
26.81382	0.39719	0.01	0.2	12	0	
20.90101	0.48702	0.01	0.3	18	0	
21.84194	0.48768	0.01	0	7	0	
29.11.2019	0:00:00					
5.28						
13.57						
28.52059	0.0773	0.01	0	7	0	
31.14838	0.10964	0.01	0	1	0	
27.75815	0.08856	0.01	0	1	0	
25.60952	0.10265	0.01	0	16	1	
25.56805	0.13663	0.01	0	56	0	
28.61521	0.17409	0.01	0.1	5	0	
27.72091	0.07418	0.01	0	24	0	
40.25948	0.16622	0.01	0	2	0	
37.88937	0.15223	0.01	0	2	0	
39.51724	0.16683	0.01	0	0	0	
40.04879	0.17623	0.01	0	0	0	
37.48295	0.1397	0.01	0	2	0	
38.35432	0.10025	0.01	0	6	0	
38.70734	0.0859	0.01	0	1	0	
37.59481	0.09288	0.01	0	6	0	
44.45563	0.11654	0.01	0	11	0	
54.63391	0.17326	0.01	0.1	21	0	
31.61511	0.23705	0.01	0	13	0	
27.86999	0.14605	0.01	0	2	0	
26.92658	0.22927	0.01	0	33	0	
28.51839	0.14275	0.01	0	0	0	
29.63324	0.212	0.01	0	2	0	
34.5801	0.1299	0.01	0	5	0	
38.30492	0.14765	0.01	0	1	0	
36.37638	0.15983	0.01	0	0	0	
36.58145	0.16578	0.01	0	2	0	
37.71435	0.14593	0.01	0.1	15	0	
39.0064	0.25814	0.01	0	0	0	
39.51725	0.29557	0.01	0	1	0	
37.91415	0.31976	0.01	0	0	1	
40.44098	0.37053	0.01	0	1	0	
25.68041	0.1963	0.01	0	2	0	
24.58681	0.19538	0.01	0	3	0	
24.61451	0.20107	0.01	0	3	0	
29.47321	0.26075	0.01	0	3	0	
32.47382	0.30223	0.01	0	3	0	
34.91749	0.30993	0.01	0	1	0	
33.57699	0.28952	0.01	0	1	0	
33.8263	0.20909	0.01	0.1	5	0	
33.83056	0.25888	0.01	0.1	1	0	
34.70171	0.29028	0.01	0.1	4	0	
34.5532	0.28066	0.01	0.1	12	0	
20.92223	0.2084	0.01	0	2	0	
23.74688	0.26082	0.01	0	2	0	
26.41266	0.20635	0.01	0	36	0	
29.1028	0.34469	0.01	0	4	0	
32.05735	0.40969	0.01	0	4	0	
30.99878	0.44189	0.01	0	4	0	
30.14942	0.47036	0.01	0	0	0	
29.44804	0.53562	0.01	0	3	0	
22.04768	0.36932	0.01	0	1	0	
23.74184	0.34416	0.01	0	0	0	
25.50424	0.30977	0.01	0.1	5	0	
27.50818	0.29921	0.01	0.2	1	0	
27.17718	0.38249	0.01	0.1	2	0	
21.11086	0.37769	0.01	0.5	8	0	
22.25946	0.27411	0.01	0.3	21	0	
29.11.2019	6:00:00					
3.42						
12.9						
29.73955	0.09501	0.01	0	3	0	
32.3819	0.10849	0.01	0	0	0	
28.75719	0.10426	0.01	0	0	0	
26.67156	0.06422	0.01	0	4	1	
27.14527	0.51805	0.01	1	6	0	
29.36631	0.26843	0.01	0.2	1	0	
28.83641	0.13732	0.01	0	16	1	
40.91793	0.22096	0.01	0	25	0	
39.75443	0.01101	0.01	0	143	0	
40.89353	0.17399	0.01	0.2	77	0	
41.05974	0.08732	0.01	0.1	77	0	
38.9888	0.17255	0.01	0	2	0	
39.69654	0.16355	0.01	0	1	0	
39.64499	0.13927	0.01	0	5	0	
38.72483	0.07748	0.01	0	10	0	
45.68186	0.14326	0.01	0	5	0	
56.58702	0.19147	0.01	0	8	0	
33.0192	0.10485	0.01	0	11	0	
29.02196	0.09334	0.01	0	17	0	
27.80401	0.40904	0.01	0	27	0	
29.42056	0.15335	0.01	0	2	0	
30.94027	0.06848	0.01	0	112	0	
35.79797	0.21558	0.01	0	1	0	
39.33074	0.24265	0.01	0	0	0	
37.22896	0.2483	0.01	0	2	0	
37.61098	0.28476	0.01	0	3	0	
38.96823	0.29809	0.01	0	2	0	
40.40045	0.27949	0.01	0	0	0	
40.61153	0.25169	0.01	0	3	0	
38.7901	0.19698	0.01	0.1	4	0	
41.46564	0.29365	0.01	0	1	0	
26.60265	0.11677	0.01	0.1	4	0	
25.46498	0.10795	0.01	0.1	18	0	
25.56095	0.1708	0.01	0	6	0	
30.43184	0.24504	0.01	0	0	0	
33.39705	0.28114	0.01	0	2	0	
35.79124	0.31722	0.01	0	3	0	
34.49824	0.33797	0.01	0	2	0	
34.97536	0.37348	0.01	0	3	0	
35.07875	0.40931	0.01	0	4	0	
35.71855	0.46932	0.01	0	5	0	
35.14345	0.47953	0.01	0	1	0	
21.65062	0.24919	0.01	0	1	0	
24.3643	0.23462	0.01	0	3	0	
26.84299	0.16615	0.01	0.2	4	0	
29.78487	0.27173	0.01	0.1	1	0	
32.78187	0.27088	0.01	0.1	5	0	
31.90284	0.26555	0.01	0.1	13	0	
30.99322	0.43525	0.01	0	2	0	
30.12172	0.48563	0.01	0	2	0	
22.57387	0.40008	0.01	0	4	0	
24.36895	0.42858	0.01	0	1	0	
26.10173	0.39607	0.01	0	1	0	
28.0909	0.31466	0.01	0.2	4	0	
27.70117	0.41065	0.01	0.1	1	0	
21.56216	0.32753	0.01	0.2	5	0	
22.56631	0.32366	0.01	0.3	12	0	
29.11.2019	12:00:00					
4.19						
13.3						
30.04202	0.11044	0.01	0	6	0	
32.53283	0.11381	0.01	0	0	0	
28.9641	0.11168	0.01	0	7	0	
26.96634	0.12537	0.01	0	1	0	
28.22774	1.11377	0.01	1.4	49	0	
29.58358	0.35214	0.01	0	42	0	
29.12035	0.05085	0.01	0	6	0	
41.11887	0.07787	0.01	0	8	0	
38.88556	0.0568	0.01	0	20	0	
40.65773	0.06082	0.01	0	28	0	
41.56815	0.06581	0.01	0	47	0	
39.2975	0.15378	0.01	0	1	0	
40.20063	0.17287	0.01	0	1	0	
39.84544	0.17866	0.01	0	2	0	
39.08093	0.18255	0.01	0	2	0	
45.84595	0.24229	0.01	0	3	0	
56.6241	0.35615	0.01	0	3	0	
