U0(mV)	U90(mV)	I(mA)	errorU0(%)	errorU90(%)	TxV(V)	
27.22427	1.67024	0.001	0.6	7	0	
29.29293	1.88681	0.001	0.6	4	0	
27.36331	1.89613	0.001	0.3	1	0	
24.95647	1.64767	0.001	1.9	27	0	
23.13158	-0.00886	0.001	0.8	161	1	
16.19477	0.24884	0.001	0.7	155	1	
17.56447	0.82959	0.001	1.2	45	1	
22.52372	0.24994	0.001	1.7	220	1	
30.27569	0.57395	0.001	1	2	1	
35.36104	1.16268	0.001	0.8	6	1	
34.83743	1.2875	0.001	0.2	8	1	
34.83268	1.08818	0.001	0.4	14	1	
16.31019	1.19762	0.001	2.8	34	0	
19.01885	1.63521	0.001	0.8	11	0	
20.98705	1.901	0.001	1.3	2	0	
22.72027	1.4812	0.001	0.2	6	0	
17.74583	1.3604	0.001	1.9	21	1	
15.11594	0.873	0.001	1.5	46	1	
12.01663	0.66114	0.001	1.3	29	1	
14.32668	0.75109	0.001	1.9	51	1	
19.82244	0.89811	0.001	1.9	16	1	
22.83574	1.64485	0.001	0.6	22	1	
22.45676	1.45715	0.001	1.3	1	1	
15.55955	1.73748	0.001	0.2	16	0	
16.99862	1.67919	0.001	1.4	9	1	
14.1891	0.76062	0.001	1.3	19	1	
11.2597	0.30524	0.001	1.1	182	1	
11.26432	1.43996	0.001	0.7	5	1	
94.27348	9.48461	0.01	0.2	2	1	
114.26586	11.40589	0.01	0	3	12	
142.23725	13.50306	0.01	0.8	7	13	
108.25209	13.3731	0.01	0.1	0	8	
93.07868	12.77214	0.01	0	6	7	
78.56953	9.83482	0.01	0.9	9	10	
80.7582	10.08115	0.01	0	1	11	
75.93473	9.62482	0.01	0	0	12	
63.30131	10.49987	0.01	0.1	4	10	
55.80378	8.05317	0.01	0.9	10	12	
20.10.2019	18:00:00					
3						
13.71						
243.2696	4.2551	0.01	0	0	2	
256.52416	4.39468	0.01	0	1	3	
256.95962	4.3088	0.01	0	1	3	
255.87338	4.17895	0.01	0	2	3	
307.1585	5.36186	0.01	0	1	4	
420.62661	6.95559	0.01	0	2	3	
258.0866	4.04847	0.01	0	0	4	
368.32571	5.28818	0.01	0	1	5	
210.4914	1.53424	0.01	0.1	6	3	
177.29075	1.19485	0.01	0.1	11	5	
244.90048	2.51347	0.01	0.1	5	6	
346.0494	6.24957	0.01	0	0	6	
530.70953	12.562	0.01	0	0	9	
621.80895	16.45292	0.01	0	1	9	
705.9179	19.068	0.01	0	0	11	
702.04449	18.38726	0.01	0	1	14	
766.91912	22.96193	0.01	0	0	14	
216.35211	8.54644	0.01	0	0	3	
180.31478	7.23536	0.01	0	0	4	
202.59326	7.48059	0.01	0.1	2	3	
219.45892	8.40073	0.01	0	2	3	
204.27229	7.41318	0.01	0.1	0	5	
195.60668	6.87368	0.01	0.1	0	3	
198.65512	5.31887	0.01	0.5	19	5	
142.18707	3.84105	0.01	0.1	2	6	
148.63996	4.62926	0.01	0.1	1	6	
199.04939	7.35594	0.01	0	0	8	
279.50872	12.87895	0.01	0	1	7	
334.51373	17.80763	0.01	0	0	9	
342.58959	19.96944	0.01	0	0	12	
330.39151	19.04798	0.01	0	0	13	
130.43974	7.81329	0.01	0.2	1	3	
146.68696	8.57302	0.01	0.2	1	4	
162.29852	9.53375	0.01	0.2	2	3	
183.21786	9.91956	0.01	0.1	0	4	
148.01625	7.38458	0.01	0.3	5	6	
131.81486	8.24642	0.01	0.1	1	6	
106.99311	6.38721	0.01	0.1	2	8	
126.0186	8.05759	0.01	0	0	7	
175.03433	12.24272	0.01	0.1	0	9	
218.7673	15.24632	0.01	0.2	3	10	
219.0131	17.62034	0.01	0.1	1	11	
125.09003	10.81224	0.01	0	1	4	
142.41987	11.16657	0.01	0.1	1	5	
130.25773	10.80431	0.01	0.3	7	6	
103.04051	6.66124	0.01	1.2	23	7	
97.42849	8.00002	0.01	0.2	2	7	
85.38739	7.22567	0.01	0.1	0	9	
108.23819	9.29981	0.01	0.6	7	11	
137.43861	14.17954	0.01	0.4	5	12	
99.4027	10.83141	0.01	0.1	2	7	
86.6162	9.84959	0.01	0	2	6	
74.53904	8.72887	0.01	0.3	2	9	
75.39162	7.89716	0.01	0.3	3	10	
73.6359	8.32775	0.01	0.1	2	11	
62.02815	8.28698	0.01	0	0	9	
55.82485	7.3232	0.01	0.1	1	10	
21.10.2019	0:00:00					
2.01						
13.51						
274.45529	5.08375	0.01	0	1	2	
294.86032	5.56018	0.01	0	0	3	
281.87448	5.13078	0.01	0	0	3	
281.3768	4.76678	0.01	0	1	3	
306.65963	5.52383	0.01	0	0	4	
423.50881	7.33466	0.01	0	1	3	
251.47994	4.14044	0.01	0	1	4	
345.93719	4.82164	0.01	0	0	5	
199.99314	1.67132	0.01	0.1	1	3	
169.79289	1.35225	0.01	0	4	5	
239.31401	2.77929	0.01	0	2	5	
326.71557	5.36677	0.01	0	0	5	
493.67575	10.24463	0.01	0	0	9	
557.66589	12.8066	0.01	0	0	8	
625.47772	14.66294	0.01	0	0	10	
623.44665	14.40124	0.01	0	0	13	
695.88311	18.19391	0.01	0	0	13	
246.83435	9.15224	0.01	0.1	0	3	
204.01031	8.069	0.01	0.1	0	4	
219.00883	8.08144	0.01	0.1	1	4	
240.64814	9.16365	0.01	0.1	2	3	
224.86772	8.89952	0.01	0	1	4	
205.3301	8.06775	0.01	0	0	3	
199.89471	6.94284	0.01	0	1	5	
146.05845	4.19968	0.01	0	0	6	
147.05532	4.80341	0.01	0	0	6	
192.14356	6.7667	0.01	0	0	7	
252.37669	10.03319	0.01	0	0	6	
292.73553	13.52184	0.01	0	0	8	
294.14587	14.99753	0.01	0	0	11	
288.21066	14.93646	0.01	0	0	12	
143.47814	10.25775	0.01	0	0	3	
160.24218	10.54405	0.01	0.2	1	2	
176.08251	10.58453	0.01	0.2	0	3	
195.03656	11.17981	0.01	0.1	0	4	
155.21618	8.60923	0.01	0.1	1	5	
137.37136	7.29288	0.01	0.1	2	5	
109.94058	6.26753	0.01	0	0	7	
125.95897	7.45822	0.01	0	0	7	
165.93882	10.20902	0.01	0	0	9	
198.43101	12.75936	0.01	0	0	10	
194.31742	14.12176	0.01	0	0	10	
134.90426	12.61032	0.01	0	1	4	
146.61837	13.16534	0.01	0	0	5	
136.9273	12.08055	0.01	0.1	0	6	
110.33944	9.15634	0.01	0.2	0	7	
103.73087	8.54239	0.01	0.2	0	6	
89.30645	7.23895	0.01	0.1	0	8	
107.70008	9.03385	0.01	0.1	0	10	
132.04957	11.18037	0.01	0.1	0	11	
104.02967	11.15106	0.01	0.2	1	6	
93.99687	10.04692	0.01	0.2	1	6	
81.02433	8.9669	0.01	0	0	8	
80.57815	8.49581	0.01	0	0	9	
74.92446	8.27266	0.01	0	0	11	
67.83224	9.30137	0.01	0	0	9	
58.21315	7.80454	0.01	0	0	10	
21.10.2019	6:00:00					
1.84						
12.94						
322.76919	7.12774	0.01	0	0	2	
375.67999	8.17535	0.01	0	0	3	
328.87619	6.82184	0.01	0	0	3	
331.91207	6.0124	0.01	0	0	3	
350.86737	6.67807	0.01	0	1	4	
484.79949	8.9446	0.01	0	0	4	
290.0389	5.50437	0.01	0	0	4	
392.07965	6.38396	0.01	0	0	5	
230.41033	2.51894	0.01	0.1	0	3	
195.54258	1.9471	0.01	0	4	5	
273.16967	4.06176	0.01	0	1	5	
361.99453	6.57256	0.01	0	0	5	
509.83978	10.76951	0.01	0	0	9	
569.83483	13.17027	0.01	0	0	8	
617.56933	14.66915	0.01	0	0	10	
600.76373	13.67335	0.01	0	0	13	
648.72985	16.47043	0.01	0	0	13	
292.72326	14.3733	0.01	0	0	3	
229.06298	11.21278	0.01	0	0	4	
242.00135	10.83883	0.01	0	1	4	
276.13742	12.19243	0.01	0.1	0	4	
260.55395	11.40421	0.01	0.1	0	4	
237.67997	9.8029	0.01	0.1	1	3	
226.98153	8.37116	0.01	0	0	5	
166.00302	4.85828	0.01	0	2	6	
166.65882	5.81007	0.01	0	0	6	
217.62553	8.07269	0.01	0	0	8	
267.51895	10.92709	0.01	0	0	6	
300.73281	14.24757	0.01	0	0	8	
304.70474	15.86763	0.01	0	0	11	
302.78515	15.86061	0.01	0	0	12	
155.3453	13.24694	0.01	0	1	3	
176.08871	14.05133	0.01	0	0	3	
194.35269	14.99162	0.01	0	0	4	
221.41818	15.05671	0.01	0	0	5	
173.98707	11.25323	0.01	0.1	0	6	
150.68226	9.21519	0.01	0.1	0	6	
119.09515	7.22451	0.01	0	0	8	
135.71615	8.26904	0.01	0.1	0	7	
174.87648	10.7675	0.01	0.1	1	9	
210.35569	13.87241	0.01	0	0	10	
212.03094	15.521	0.01	0	0	11	
143.20181	14.95365	0.01	0	1	4	
157.35514	15.80538	0.01	0	1	5	
146.22863	14.68978	0.01	0	0	6	
118.55751	10.59467	0.01	0.2	0	7	
109.89609	10.07408	0.01	0.2	0	7	
92.58222	8.25917	0.01	0.1	0	8	
111.87239	10.07965	0.01	0.1	1	10	
143.08804	13.13587	0.01	0	0	11	
105.98904	13.64168	0.01	0	0	7	
94.72664	12.48116	0.01	0.1	1	6	
81.41147	10.32993	0.01	0	0	9	
84.2075	9.9465	0.01	0	0	9	
79.52416	9.54792	0.01	0	0	11	
67.75721	10.66426	0.01	0	0	9	
60.0413	8.98045	0.01	0	0	11	
21.10.2019	12:00:00					
2.44						
13.74						
309.72897	6.30934	0.01	0	1	2	
364.77926	6.99451	0.01	0	0	4	
330.34628	6.35131	0.01	0	0	4	
337.78628	5.90443	0.01	0	0	3	
365.87197	6.91902	0.01	0	0	4	
515.73681	9.68059	0.01	0	2	4	
308.84909	6.42131	0.01	0	1	5	
419.72045	8.00256	0.01	0	0	4	
238.3013	3.28214	0.01	0	2	4	
202.15832	2.38818	0.01	0	1	6	
282.72613	4.22582	0.01	0	0	5	
380.04281	7.05293	0.01	0	0	5	
520.49938	11.13334	0.01	0	0	9	
585.45855	13.70699	0.01	0	0	8	
624.63085	14.80695	0.01	0	0	10	
611.08117	13.77458	0.01	0	0	13	
655.06573	16.07195	0.01	0	0	13	
279.24099	12.29463	0.01	0.1	1	3	
221.61395	10.06495	0.01	0.1	0	4	
237.05899	10.31915	0.01	0.1	0	5	
266.26391	11.71136	0.01	0.1	1	4	
259.02044	10.88763	0.01	0.1	2	4	
241.90829	10.98251	0.01	0	1	3	
231.01203	9.44896	0.01	0	0	6	
165.55581	5.51479	0.01	0	0	6	
167.98088	6.19405	0.01	0	0	6	
223.12609	8.49264	0.01	0	0	8	
271.28817	11.44414	0.01	0	0	6	
304.23101	14.69562	0.01	0	0	8	
306.16	16.11676	0.01	0	0	11	
305.83889	15.52328	0.01	0	0	12	
140.84472	10.533	0.01	0.2	0	4	
162.7171	11.04419	0.01	0.2	2	4	
184.20719	13.05444	0.01	0.1	1	4	
212.88807	14.61282	0.01	0	0	5	
168.61236	11.51487	0.01	0	0	6	
146.29661	9.87902	0.01	0	0	6	
114.27536	7.47636	0.01	0	0	8	
131.69355	8.77118	0.01	0	0	7	
171.60136	11.40476	0.01	0	0	9	
205.95747	13.85859	0.01	0	0	10	
205.39508	14.9303	0.01	0	0	11	
131.64433	12.19266	0.01	0.3	0	5	
148.05342	13.6946	0.01	0.1	0	5	
135.68112	12.57863	0.01	0.2	0	6	
109.79763	9.72029	0.01	0.2	1	7	
102.69869	9.66331	0.01	0	0	6	
85.60572	8.14465	0.01	0	0	8	
103.88825	9.93331	0.01	0	0	10	
135.19268	12.80398	0.01	0	0	12	
97.43431	12.04379	0.01	0	1	7	
86.36026	11.1389	0.01	0	1	6	
74.21475	9.32106	0.01	0	0	9	
76.48497	8.98441	0.01	0	0	9	
72.80612	8.72072	0.01	0	0	11	
61.56449	9.31095	0.01	0.1	1	9	
56.03297	7.93514	0.01	0	0	10	
21.10.2019	18:00:00					
2.99						
13.69						
171.80499	2.13516	0.01	0	3	1	
188.9472	1.91474	0.01	0	1	3	
176.65513	1.90379	0.01	0	5	2	
185.11393	2.23709	0.01	0.1	9	2	
183.2366	1.88458	0.01	0.1	14	4	
290.83227	3.43193	0.01	0	7	3	
162.46501	2.0748	0.01	0	2	3	
227.55696	3.01067	0.01	0.1	5	4	
118.13687	1.09873	0.01	0	3	3	
120.14492	0.78467	0.01	0.1	22	4	
172.28375	1.67537	0.01	0	26	4	
216.40988	2.53244	0.01	0	2	4	
346.19665	4.98066	0.01	0	1	7	
452.31549	8.25193	0.01	0.1	2	7	
486.41159	8.59329	0.01	0	3	9	
480.88375	8.93929	0.01	0	1	12	
531.60095	11.2468	0.01	0	0	12	
145.38589	3.91851	0.01	0	2	2	
121.61603	3.48051	0.01	0	5	3	
117.66845	3.24068	0.01	0	0	3	
137.26945	4.05741	0.01	0	4	2	
146.98995	3.7584	0.01	0.1	2	3	
125.63365	3.5465	0.01	0.5	19	2	
109.47798	2.15718	0.01	0	2	4	
91.84372	1.73009	0.01	0	0	5	
114.38829	3.00426	0.01	0.3	14	5	
130.76412	3.40303	0.01	0	1	6	
161.07742	4.19856	0.01	0	5	5	
202.00019	6.90418	0.01	0	0	7	
205.11672	7.31584	0.01	0	0	9	
193.57809	7.63307	0.01	0	2	11	
86.54507	3.92755	0.01	0.1	1	2	
103.30002	4.44272	0.01	0	5	2	
113.44494	5.05374	0.01	0	2	2	
122.64094	4.57635	0.01	0.4	12	3	
99.37451	5.28948	0.01	1.2	28	4	
85.72846	3.16587	0.01	0	0	4	
79.52881	3.1679	0.01	0.1	0	7	
91.52468	4.20519	0.01	0.2	5	6	
111.66899	4.21221	0.01	0.5	17	8	
129.28477	5.58771	0.01	0.2	3	8	
135.46064	6.72301	0.01	0.2	0	10	
89.51737	5.1692	0.01	0.2	3	3	
97.00736	5.82188	0.01	0.5	6	4	
94.4124	5.91838	0.01	0.5	9	5	
77.45904	4.26438	0.01	0.1	4	6	
74.34006	4.08445	0.01	0.4	12	6	
68.34857	4.4293	0.01	0.1	3	7	
81.82133	4.32075	0.01	0.7	13	9	
99.17858	6.15881	0.01	0.1	5	10	
72.55136	4.65485	0.01	0.9	15	6	
71.17746	5.77716	0.01	1.5	21	5	
66.15396	5.6383	0.01	0.6	7	7	
65.08179	4.07811	0.01	0.2	6	8	
64.04991	5.05748	0.01	0	0	10	
61.99299	6.18708	0.01	0.1	2	8	
54.65591	5.73517	0.01	1.1	5	9	
22.10.2019	0:00:00					
2.4						
13.37						
257.89187	4.2064	0.01	0	1	1	
265.23681	4.23544	0.01	0	1	3	
233.7742	3.26912	0.01	0	1	3	
234.8487	2.98808	0.01	0	0	2	
242.09176	3.44715	0.01	0	0	3	
278.36077	3.89129	0.01	0	1	2	
191.80241	2.39665	0.01	0	3	2	
202.72483	2.22634	0.01	0	0	4	
132.27267	0.99929	0.01	0	0	2	
152.90179	1.23456	0.01	0	2	2	
154.94656	1.48872	0.01	0	3	3	
200.31452	1.88954	0.01	0	1	3	
223.30407	2.80247	0.01	0	1	6	
383.34213	5.7503	0.01	0	0	6	
344.68331	5.30568	0.01	0	1	7	
349.98742	5.13246	0.01	0	0	10	
313.83349	4.89924	0.01	0	0	10	
214.81637	7.81685	0.01	0	0	2	
172.17958	6.09378	0.01	0	1	3	
176.91275	5.80504	0.01	0.1	1	3	
198.11898	5.97119	0.01	0.2	0	2	
192.50302	5.848	0.01	0.1	0	3	
154.51521	4.14995	0.01	0.1	1	2	
129.00799	3.07911	0.01	0	0	3	
123.73001	2.37151	0.01	0	2	4	
133.75633	2.63125	0.01	0	1	4	
129.03169	2.85296	0.01	0	0	5	
126.43369	3.04182	0.01	0	0	5	
166.49377	4.3525	0.01	0	0	6	
169.1127	4.496	0.01	0	0	7	
139.49099	3.82841	0.01	0	0	8	
131.99198	8.11068	0.01	0	2	1	
144.93954	8.09381	0.01	0	1	2	
152.26972	8.74302	0.01	0	1	3	
149.49366	7.86084	0.01	0	0	2	
118.13751	5.63884	0.01	0	0	4	
106.95821	4.29554	0.01	0	0	4	
92.54251	3.46313	0.01	0.1	1	6	
98.02548	3.60482	0.01	0	0	6	
95.93212	3.29186	0.01	0	0	7	
109.57347	3.85714	0.01	0	0	6	
109.84617	4.13445	0.01	0	0	8	
114.99879	8.06517	0.01	0.3	1	2	
113.27009	7.77069	0.01	0.2	1	3	
107.76417	7.71662	0.01	0	1	4	
90.60903	5.96294	0.01	0	0	5	
76.29528	4.98001	0.01	0	0	5	
68.58591	4.1481	0.01	0	0	6	
75.66198	4.20828	0.01	0	0	7	
86.67832	4.62223	0.01	0	0	8	
81.30786	8.00556	0.01	0	0	5	
72.58531	7.07788	0.01	0	0	5	
63.6253	5.56772	0.01	0	0	7	
60.58866	4.58509	0.01	0.1	0	6	
57.2459	4.15137	0.01	0.1	0	8	
56.78782	5.92904	0.01	0.2	0	6	
49.16621	4.75729	0.01	0.2	0	7	
22.10.2019	6:00:00					
2.31						
12.91						
280.9497	4.96981	0.01	0	1	1	
292.40298	4.72784	0.01	0.1	1	3	
245.2142	3.88701	0.01	0	0	3	
258.18692	3.61076	0.01	0	0	2	
263.39428	4.17233	0.01	0	1	4	
323.84744	4.9103	0.01	0.1	4	2	
222.35453	3.69843	0.01	0	0	2	
251.7393	3.23725	0.01	0	0	3	
181.1945	1.6602	0.01	0	8	2	
192.76728	1.80069	0.01	0	4	2	
192.94784	2.03495	0.01	0	1	3	
227.05368	2.42552	0.01	0	0	3	
244.69032	3.19359	0.01	0	1	5	
396.28646	6.42945	0.01	0	0	5	
374.75006	6.45018	0.01	0	0	7	
388.79718	6.17672	0.01	0	0	9	
342.53799	5.68164	0.01	0	1	9	
246.29463	10.0353	0.01	0	0	2	
193.01231	7.95659	0.01	0	0	3	
204.3605	8.1255	0.01	0	0	3	
236.76223	9.41015	0.01	0	0	2	
227.26144	8.316	0.01	0	0	4	
187.99879	6.03483	0.01	0.1	1	2	
171.0662	4.50828	0.01	0.1	0	3	
165.04475	3.81195	0.01	0	0	4	
167.27423	3.6875	0.01	0	1	3	
164.79804	3.77543	0.01	0	1	5	
156.60429	3.87043	0.01	0	2	5	
200.47058	6.00882	0.01	0	0	6	
219.02867	6.95412	0.01	0	0	6	
190.74545	6.05335	0.01	0	0	7	
149.07348	9.86584	0.01	0	0	2	
165.67837	9.62424	0.01	0.2	1	3	
174.04553	9.83671	0.01	0.2	0	3	
180.62797	9.38754	0.01	0.2	0	2	
147.92395	7.38878	0.01	0.2	0	4	
139.88169	6.0839	0.01	0.1	1	3	
121.60934	5.1957	0.01	0	2	6	
122.6379	5.41725	0.01	0	1	5	
115.38845	5.08128	0.01	0	0	6	
135.49772	6.13417	0.01	0	0	6	
141.62522	6.61388	0.01	0	1	7	
131.62654	11.6632	0.01	0	2	2	
131.94876	11.4225	0.01	0	1	3	
130.17755	10.60648	0.01	0.1	0	4	
112.54364	8.26003	0.01	0.1	1	5	
95.89643	7.06184	0.01	0	0	5	
84.23979	5.80903	0.01	0	0	6	
87.56569	5.61216	0.01	0.1	0	7	
101.47498	6.09371	0.01	0.2	0	8	
95.79946	9.66432	0.01	0.1	0	5	
85.35799	8.78463	0.01	0.2	0	5	
74.62622	7.22904	0.01	0	2	7	
73.01686	6.1494	0.01	0.2	1	6	
66.28161	5.48699	0.01	0.2	1	7	
64.39115	7.97862	0.01	0.1	1	6	
54.8703	6.43387	0.01	0.1	0	7	
22.10.2019	12:00:00					
3.21						
13.75						
286.86947	4.97212	0.01	0	3	1	
300.98526	5.32871	0.01	0.1	3	3	
253.4304	3.96142	0.01	0.1	3	3	
267.04666	3.31599	0.01	0.2	13	2	
276.38681	5.12611	0.01	0	3	3	
345.77786	6.46003	0.01	0	2	2	
237.34832	4.40739	0.01	0	2	2	
305.68835	4.13364	0.01	0.1	6	3	
203.76579	2.72903	0.01	0	3	2	
213.86045	2.63508	0.01	0	3	2	
208.06513	2.36855	0.01	0	0	3	
254.43954	3.12215	0.01	0	2	2	
278.46362	3.75976	0.01	0	7	5	
440.30175	6.87853	0.01	0	3	5	
431.11737	8.72041	0.01	0	2	6	
451.37402	8.85598	0.01	0	0	9	
405.26843	7.83114	0.01	0	3	8	
259.49548	10.35394	0.01	0	1	2	
205.94505	8.75901	0.01	0	0	3	
224.58399	9.1136	0.01	0	1	3	
252.36376	10.38294	0.01	0.1	6	2	
239.02224	9.71044	0.01	0	1	3	
219.29824	8.35346	0.01	0.1	0	2	
211.75149	6.46972	0.01	0	1	3	
190.72813	5.32001	0.01	0	9	4	
190.21492	4.67295	0.01	0	8	3	
190.36831	5.13287	0.01	0	1	5	
185.19477	5.27817	0.01	0	0	5	
242.15472	6.4324	0.01	0.5	19	6	
274.9703	10.93382	0.01	0.1	7	6	
247.90936	9.77443	0.01	0	1	7	
158.03222	10.66444	0.01	0	2	2	
172.36059	11.76788	0.01	0.2	1	2	
182.8169	12.15084	0.01	0	0	3	
202.98207	12.73993	0.01	0	4	2	
173.94418	10.40065	0.01	0	3	3	
172.58325	9.23612	0.01	0.1	4	3	
137.9812	6.18141	0.01	0	1	6	
135.08148	6.56091	0.01	0	1	5	
129.36444	6.25518	0.01	0.1	0	6	
161.68775	7.4427	0.01	0.4	3	6	
175.79904	9.71956	0.01	0	0	7	
139.03762	11.87345	0.01	0.6	8	2	
146.46717	12.7741	0.01	0	2	3	
147.2069	12.7756	0.01	0.1	0	3	
129.36517	9.26385	0.01	0.6	10	5	
114.41497	10.11775	0.01	0.7	10	5	
91.68762	7.17068	0.01	0	1	6	
92.5016	7.16361	0.01	0	0	7	
112.46922	9.60607	0.01	0.8	11	7	
105.56647	11.99885	0.01	1	7	5	
92.39149	10.18407	0.01	0.2	0	5	
81.33174	8.39511	0.01	0.2	1	6	
80.14537	6.95012	0.01	1	9	6	
68.49459	6.63594	0.01	0.3	3	7	
66.888	9.31518	0.01	0.2	2	6	
56.36677	7.48293	0.01	0	1	6	
22.10.2019	18:00:00					
8.76						
13.71						
204.98733	2.70311	0.01	0	2	1	
200.65527	2.50567	0.01	0	0	2	
183.67819	2.03203	0.01	0	8	2	
182.69789	1.8941	0.01	0	1	2	
203.28421	2.45142	0.01	0	3	3	
222.82757	2.73111	0.01	0.1	4	2	
158.54101	1.65537	0.01	0.1	8	2	
169.60635	1.34584	0.01	0	5	2	
132.64122	0.72032	0.01	0	21	1	
127.46311	0.75509	0.01	0	14	1	
151.35046	1.13346	0.01	0	13	2	
161.71723	1.32441	0.01	0	1	2	
179.74581	1.86406	0.01	0	0	4	
337.88024	5.14577	0.01	0.1	8	4	
328.91101	4.90177	0.01	0	0	5	
358.30795	4.74997	0.01	0	0	8	
329.48336	4.53575	0.01	0	0	7	
172.92361	4.48083	0.01	0.1	1	2	
140.56237	3.86694	0.01	0.1	1	2	
156.0491	4.05345	0.01	0.1	1	2	
179.21508	3.9966	0.01	0.2	8	1	
164.02059	4.55954	0.01	0	2	3	
134.33703	3.83489	0.01	0.2	8	2	
124.02566	2.90394	0.01	0	1	2	
117.98558	2.27016	0.01	0	0	3	
130.22616	2.34892	0.01	0	3	2	
129.34843	2.56359	0.01	0	0	4	
115.21248	2.55745	0.01	0	0	4	
161.79612	4.21862	0.01	0	2	5	
197.14321	4.89457	0.01	0.1	3	5	
177.08465	4.68824	0.01	0	0	5	
116.92243	4.48638	0.01	0.4	2	1	
129.35591	5.15313	0.01	0.2	0	2	
136.69042	5.76059	0.01	0.1	0	2	
132.54339	4.54195	0.01	0.1	3	1	
111.13683	3.98194	0.01	0.4	10	3	
105.0187	3.70572	0.01	0	0	2	
100.50967	3.47285	0.01	0	0	5	
96.84966	3.40384	0.01	0	0	5	
90.05541	3.06926	0.01	0.1	3	5	
108.48794	4.16922	0.01	0	0	5	
121.1113	4.86931	0.01	0	0	5	
104.73692	7.25306	0.01	0	4	1	
105.09366	6.0053	0.01	0.5	2	2	
104.29966	5.58714	0.01	0.2	0	3	
89.05104	5.36713	0.01	0.5	12	4	
79.36454	4.03993	0.01	0.2	2	5	
70.03076	3.55237	0.01	0.1	2	5	
69.78684	3.70451	0.01	0	0	6	
84.04943	3.90983	0.01	0.5	14	6	
81.74023	6.16961	0.01	0.2	2	4	
71.56374	6.04629	0.01	0	3	4	
63.39225	5.07373	0.01	0	0	5	
59.97784	4.52424	0.01	0.2	1	5	
54.07125	4.07075	0.01	0	0	6	
55.83217	6.24017	0.01	1	10	5	
46.38344	4.60171	0.01	0	2	5	
23.10.2019	0:00:00					
2.62						
13.52						
208.79052	2.94666	0.01	0	1	1	
225.0346	2.89573	0.01	0	0	2	
190.46392	2.43578	0.01	0	0	2	
199.66406	2.33277	0.01	0	3	2	
225.02478	3.08987	0.01	0	2	3	
276.32507	3.80073	0.01	0	3	2	
189.03446	2.78171	0.01	0	0	2	
239.81527	3.23942	0.01	0	0	2	
187.23463	1.95133	0.01	0	9	1	
170.74995	1.65725	0.01	0	4	2	
186.85867	2.02934	0.01	0	0	2	
227.16703	2.41782	0.01	0	0	2	
206.8314	2.56243	0.01	0	0	4	
371.93414	5.64093	0.01	0	0	4	
357.15948	5.9957	0.01	0	0	5	
382.79089	5.94737	0.01	0	0	8	
360.10559	5.69201	0.01	0	2	7	
194.59054	6.07871	0.01	0	1	2	
159.11837	4.81388	0.01	0.1	1	2	
185.94145	5.0714	0.01	0.1	0	2	
216.77696	6.17126	0.01	0.1	0	1	
195.92453	5.74188	0.01	0.1	1	3	
178.13511	4.77695	0.01	0.2	4	2	
184.42851	5.18765	0.01	0	1	2	
162.81848	4.05654	0.01	0	0	3	
166.19787	3.93807	0.01	0	1	2	
175.95083	4.40125	0.01	0	0	4	
155.08848	4.08813	0.01	0	0	4	
192.36412	5.5783	0.01	0	1	5	
230.96966	6.99512	0.01	0	1	5	
215.94168	6.85289	0.01	0.1	1	6	
131.71815	6.20525	0.01	0.2	0	1	
150.24143	6.48423	0.01	0.2	2	2	
160.03608	7.20176	0.01	0.3	3	2	
169.7617	7.9841	0.01	0.1	2	2	
145.15299	7.12802	0.01	0	1	3	
146.59472	6.60065	0.01	0	1	2	
129.99041	5.66537	0.01	0	0	5	
126.01718	5.60264	0.01	0	0	5	
116.09563	5.22645	0.01	0	0	5	
137.56727	6.36195	0.01	0	0	5	
147.01794	7.25964	0.01	0	0	5	
117.82012	9.46724	0.01	0.1	2	1	
125.96054	9.61385	0.01	0	0	2	
129.62371	8.78067	0.01	0.1	1	2	
112.48727	7.1062	0.01	0.1	1	4	
104.18524	6.54452	0.01	0.1	0	5	
89.71155	5.75348	0.01	0.1	0	5	
84.94271	5.37802	0.01	0.1	0	6	
102.90088	6.39452	0.01	0.1	0	6	
96.16987	8.18277	0.01	0.3	2	4	
86.04618	7.62157	0.01	0.2	2	4	
77.15699	7.05136	0.01	0.1	0	5	
77.72705	6.66544	0.01	0	0	5	
65.94933	5.80909	0.01	0	1	6	
63.3539	7.31846	0.01	0.2	0	5	
56.07059	6.32195	0.01	0	1	5	
23.10.2019	6:00:00					
2.08						
12.94						
216.94171	3.2818	0.01	0	0	1	
255.98651	3.48319	0.01	0	1	2	
204.28247	2.67692	0.01	0.1	3	2	
219.73649	2.89275	0.01	0	4	2	
240.42849	4.08775	0.01	0	0	3	
310.4111	5.19682	0.01	0	0	2	
208.51438	3.31905	0.01	0	0	2	
279.62265	4.25227	0.01	0	1	3	
222.06095	2.9157	0.01	0	1	1	
195.94033	2.23701	0.01	0	1	2	
214.10671	2.63329	0.01	0	1	2	
268.69482	3.32538	0.01	0	0	2	
236.99026	3.29518	0.01	0	0	4	
414.0867	6.3	0.01	0	0	4	
390.10089	6.74043	0.01	0	1	5	
410.22247	6.45366	0.01	0	2	8	
388.95581	7.06605	0.01	0	0	7	
217.32688	7.27154	0.01	0	1	2	
175.72673	6.21746	0.01	0	1	2	
203.30955	7.00006	0.01	0	1	2	
240.67327	8.46643	0.01	0	2	1	
215.13806	7.94999	0.01	0	1	2	
