U0(mV)	U90(mV)	I(mA)	errorU0(%)	errorU90(%)	TxV(V)	
06.02.2019	18:00:00 ! data and time
7.52 ! temperature c
13.69 ! External battery voltage V
285.75912	2.04925	0.1	0	1	7	
298.10626	2.21074	0.1	0	0	8	
313.1061	2.21745	0.1	0	0	7	
280.75091	1.98998	0.1	0	0	8	
288.83096	2.08394	0.1	0	0	8	
292.69384	1.99888	0.1	0	0	8	
320.60662	2.17468	0.1	0	0	7	
312.91027	2.29172	0.1	0	0	9	
173.28964	1.65602	0.1	0	2	7	
187.24267	1.69688	0.1	0	0	7	
183.91778	1.43628	0.1	0	3	7	
180.45747	1.52063	0.1	0	0	8	
201.11105	1.67031	0.1	0	0	8	
190.28869	1.54688	0.1	0	0	8	
194.55157	1.58789	0.1	0	0	8	
197.01083	1.572	0.1	0	0	8	
121.0198	1.26969	0.1	0	0	7	
118.99479	1.15541	0.1	0	1	7	
119.93259	1.11435	0.1	0	1	8	
131.4365	1.21033	0.1	0	0	8	
126.28186	1.12637	0.1	0	1	8	
80.20199	0.86609	0.1	0	1	7	
82.86824	0.89203	0.1	0	1	8	
06.03.2019	0:00:00					
3.74						
13.05						
628.69769	3.26009	0.1	0	0	6	
666.54296	3.35391	0.1	0	1	7	
715.59057	3.88185	0.1	0	0	7	
671.45733	3.60975	0.1	0	0	7	
704.55456	3.71152	0.1	0	1	7	
703.03027	3.50671	0.1	0	0	7	
560.75061	2.49959	0.1	0	3	7	
810.16522	4.72186	0.1	0	0	9	
665.41143	3.18094	0.1	0	3	7	
660.96746	2.92924	0.1	0	1	7	
706.79595	4.11443	0.1	0	0	9	
736.83862	4.08084	0.1	0	0	7	
711.16711	3.63447	0.1	0	0	8	
753.2807	4.24963	0.1	0	0	8	
669.682	3.67388	0.1	0	0	7	
713.88873	3.8485	0.1	0	0	9	
705.02874	3.73498	0.1	0	1	9	
442.05407	2.89263	0.1	0	0	7	
455.67849	2.96868	0.1	0	0	7	
485.58877	3.07685	0.1	0	0	7	
431.81961	2.59155	0.1	0	2	6	
398.85232	2.58427	0.1	0	2	8	
463.89373	2.92622	0.1	0	5	8	
523.94763	3.14744	0.1	0	2	8	
435.79571	2.5137	0.1	0	0	8	
418.96237	2.58538	0.1	0	0	7	
476.86499	2.92999	0.1	0	0	8	
498.21224	3.23429	0.1	0	0	10	
488.83172	2.80077	0.1	0	0	9	
473.2019	2.94588	0.1	0	0	9	
477.71228	3.03162	0.1	0	0	9	
286.04782	2.35299	0.1	0	0	6	
278.48086	2.28616	0.1	0	3	9	
265.32449	1.97943	0.1	0	0	8	
289.31967	2.07115	0.1	0	0	8	
302.16	2.12	0.1	0	0	8	
317.25991	2.23733	0.1	0	0	7	
283.53588	2.05955	0.1	0	1	8	
291.65655	2.08775	0.1	0	0	8	
296.46456	2.04113	0.1	0	0	8	
324.8095	2.20974	0.1	0	0	8	
317.98153	2.37635	0.1	0	0	9	
174.00917	1.64628	0.1	0	0	7	
187.8126	1.67178	0.1	0	0	7	
184.7389	1.37174	0.1	0	0	7	
180.93165	1.49728	0.1	0	1	8	
201.80438	1.66956	0.1	0	0	9	
190.58483	1.54997	0.1	0	0	8	
194.97702	1.64158	0.1	0	0	9	
197.94879	1.56811	0.1	0	0	8	
120.53132	1.2091	0.1	0	1	8	
118.3607	1.15005	0.1	0	0	8	
119.59467	0.74439	0.1	0	62	8	
130.71873	1.22408	0.1	0	0	8	
125.44342	1.1501	0.1	0	0	9	
79.12383	0.88133	0.1	0	0	8	
81.71271	0.85435	0.1	0	0	8	
06.03.2019	6:00:00					
2.38						
12.85						
652.30346	3.33714	0.1	0	1	6	
695.77429	3.57667	0.1	0	0	7	
742.90527	4.04031	0.1	0	0	7	
699.84466	3.748	0.1	0	0	7	
734.91589	3.91547	0.1	0	0	8	
733.23413	3.74643	0.1	0	1	7	
587.45782	2.77876	0.1	0	2	7	
84.93439	0.3723	0.01	0	16	9	
69.30245	0.2555	0.01	0.1	24	1	
68.93321	0.2008	0.01	0	15	1	
73.83656	0.32095	0.01	0	2	1	
76.68957	0.28331	0.01	0	3	1	
73.89362	0.23966	0.01	0	4	1	
78.79424	0.29162	0.01	0	4	1	
69.41953	0.2374	0.01	0	12	1	
74.57493	0.37042	0.01	0	0	1	
73.56369	0.37982	0.01	0	1	1	
45.32728	0.29732	0.01	0	2	1	
46.79575	0.30018	0.01	0	2	1	
49.89257	0.30827	0.01	0	3	1	
44.13437	0.25325	0.01	0	20	1	
40.85786	0.20574	0.01	0	13	1	
47.6259	0.2382	0.01	0.1	13	1	
53.43975	0.063	0.01	0.2	105	1	
44.53406	0.17466	0.01	0	8	1	
42.59085	0.39058	0.01	0	13	1	
48.64605	0.30733	0.01	0	3	1	
50.92901	0.31771	0.01	0	11	1	
50.06007	0.28147	0.01	0	5	1	
48.32904	0.2846	0.01	0	2	1	
48.84635	0.28676	0.01	0	2	1	
28.81125	0.23328	0.01	0	0	0	
28.10141	0.22063	0.01	0	22	1	
26.78301	0.16923	0.01	0	2	1	
29.2202	0.15185	0.01	0	4	1	
30.61906	0.45373	0.01	0.2	10	1	
32.06579	0.17237	0.01	0	2	1	
28.55808	0.14508	0.01	0	6	1	
29.33131	0.25858	0.01	0	7	1	
29.85843	0.20191	0.01	0	0	1	
32.78173	0.21694	0.01	0	2	1	
32.10292	0.21893	0.01	0	6	1	
17.35776	0.1567	0.01	0	0	1	
18.74569	0.15948	0.01	0	0	1	
18.33765	0.14195	0.01	0.1	28	1	
18.1332	0.13069	0.01	0	8	1	
20.1315	0.15143	0.01	0	0	1	
18.96405	0.13408	0.01	0	3	1	
19.40417	0.1517	0.01	0	0	1	
19.70699	0.11473	0.01	0	3	1	
11.90316	0.07374	0.01	0.1	0	1	
11.70289	0.08564	0.01	0	3	1	
11.84687	0.05483	0.01	0.3	145	1	
12.91076	0.08792	0.01	0	3	1	
12.36893	0.07773	0.01	0	4	1	
77.24925	0.83537	0.1	0	0	1	
79.85581	0.83701	0.1	0	1	8	
06.03.2019	12:00:00					
2.98						
13.59						
668.54534	3.49928	0.1	0	0	7	
716.77545	3.77646	0.1	0	0	7	
760.9151	4.14149	0.1	0	0	8	
718.53826	3.85278	0.1	0	0	8	
754.7846	4.12506	0.1	0	0	8	
754.95465	3.99409	0.1	0	1	8	
605.82843	2.912	0.1	0	0	8	
87.00081	0.45238	0.01	0	27	10	
71.4396	0.37054	0.01	0.1	19	1	
70.77341	0.28386	0.01	0	8	1	
75.88634	0.33001	0.01	0	0	1	
78.60817	0.31786	0.01	0	4	1	
75.8182	0.29754	0.01	0	7	1	
80.87155	0.44882	0.01	0	0	1	
70.71877	0.37309	0.01	0	0	1	
76.48217	0.39132	0.01	0	0	1	
75.37507	0.38395	0.01	0	1	1	
46.04138	0.2989	0.01	0	1	1	
47.5013	0.30235	0.01	0	1	1	
50.67642	0.31144	0.01	0	3	1	
44.83226	0.22219	0.01	0	19	0	
41.49815	0.19851	0.01	0	6	1	
48.1804	0.19004	0.01	0	20	1	
54.30271	-0.02418	0.01	0.2	147	1	
45.19676	0.17415	0.01	0	0	1	
43.28915	0.39111	0.01	0.1	3	1	
49.21067	0.24422	0.01	0	1	1	
51.7965	0.23203	0.01	0	2	1	
50.9056	0.25473	0.01	0	3	1	
48.93046	0.31392	0.01	0	4	1	
49.45563	0.31998	0.01	0	3	1	
28.94057	0.23298	0.01	0	1	1	
28.23161	0.24647	0.01	0	1	1	
26.93504	0.19479	0.01	0	1	1	
29.39111	0.20165	0.01	0	1	1	
31.18556	0.27331	0.01	0.5	30	1	
32.24992	0.21696	0.01	0	0	1	
28.66548	0.18557	0.01	0	0	1	
29.57468	0.29242	0.01	0.1	8	1	
29.96409	0.17094	0.01	0	1	1	
32.93686	0.17328	0.01	0	3	1	
32.37134	0.16618	0.01	0	0	1	
17.31036	0.13335	0.01	0	3	1	
18.73112	0.13577	0.01	0	1	1	
18.43141	0.26027	0.01	0.2	11	1	
18.07692	0.14889	0.01	0.1	6	1	
20.11116	0.15533	0.01	0	4	1	
18.90945	0.14499	0.01	0	2	1	
19.34928	0.13516	0.01	0	6	1	
19.66847	0.15357	0.01	0	4	1	
11.81	0.11368	0.01	0	4	1	
11.63952	0.1012	0.01	0	0	1	
11.80614	0.07026	0.01	0.8	66	1	
12.79912	0.10222	0.01	0	0	1	
12.26769	0.08061	0.01	0	4	1	
76.3977	0.80397	0.1	0	0	1	
78.95957	0.81044	0.1	0	10	9	
06.03.2019	18:00:00					
7.46						
13.69						
604.09417	3.07818	0.1	0	1	6	
643.32891	3.20769	0.1	0	1	7	
686.10632	3.70211	0.1	0	1	7	
650.6181	3.46367	0.1	0	0	7	
681.50976	3.55108	0.1	0	0	7	
668.638	3.37691	0.1	0	0	7	
548.00885	2.42979	0.1	0	0	6	
769.44885	4.47402	0.1	0	2	8	
649.09899	3.47429	0.1	0	1	7	
638.35876	2.9167	0.1	0	1	7	
684.98242	3.86513	0.1	0	0	8	
709.15173	3.8374	0.1	0	0	7	
684.03692	3.44724	0.1	0	2	8	
728.36273	4.00007	0.1	0	0	8	
642.40588	3.40872	0.1	0	0	7	
687.63092	3.51056	0.1	0	0	9	
682.70977	3.50242	0.1	0	0	8	
422.70874	2.65275	0.1	0	0	7	
439.83132	2.78687	0.1	0	0	6	
470.20245	2.93581	0.1	0	0	7	
416.91131	2.47667	0.1	0	1	6	
383.12725	2.39862	0.1	0	0	9	
445.06695	2.56595	0.1	0	0	8	
503.98785	2.91614	0.1	0	3	8	
422.96121	2.34876	0.1	0	1	7	
405.44274	2.30434	0.1	0	2	6	
457.41796	2.71926	0.1	0	1	7	
478.57287	2.89507	0.1	0	1	9	
472.05316	2.67442	0.1	0	0	8	
455.64898	2.71598	0.1	0	1	8	
458.36819	2.77587	0.1	0	0	8	
279.34356	2.20553	0.1	0	0	6	
270.81924	2.08296	0.1	0	2	8	
257.13064	1.82999	0.1	0	1	8	
277.13427	1.88248	0.1	0	0	7	
291.24139	2.07641	0.1	0	1	8	
305.79745	2.00187	0.1	0	3	7	
276.48373	1.83216	0.1	0	1	8	
282.78012	1.89561	0.1	0	0	8	
287.62081	1.85749	0.1	0	0	8	
313.29742	2.09868	0.1	0	2	8	
307.6108	2.10362	0.1	0	0	9	
169.84906	1.54898	0.1	0	0	7	
181.81831	1.56284	0.1	0	0	7	
178.78852	1.33863	0.1	0	4	7	
175.69342	1.41357	0.1	0	1	8	
195.4634	1.48215	0.1	0	1	8	
186.45004	1.40051	0.1	0	0	8	
189.96939	1.4993	0.1	0	1	8	
192.69934	1.41495	0.1	0	2	8	
117.68085	1.14763	0.1	0	1	7	
115.47116	1.0639	0.1	0	0	7	
117.12478	0.96171	0.1	0	9	8	
127.22808	1.08369	0.1	0	0	8	
122.73118	1.03528	0.1	0	1	8	
77.61592	0.7944	0.1	0	0	7	
80.26403	0.74652	0.1	0	6	8	
07.03.2019	0:00:00					
1.8						
13.18						
650.99322	3.32907	0.1	0	0	6	
693.3941	3.51223	0.1	0	0	7	
738.38275	3.93972	0.1	0	0	7	
697.2091	3.68818	0.1	0	0	7	
728.50079	3.79855	0.1	0	0	8	
729.40673	3.71597	0.1	0	0	7	
583.11993	2.63392	0.1	0	0	7	
85.04684	0.40212	0.01	0	10	9	
69.83426	0.35729	0.01	0.1	12	1	
68.93692	0.28201	0.01	0	5	0	
74.03232	0.35536	0.01	0	0	1	
75.46472	0.33886	0.01	0	1	1	
74.12532	0.24944	0.01	0	3	1	
77.69741	0.27925	0.01	0	2	1	
68.24114	0.21003	0.01	0	8	1	
73.61026	0.24065	0.01	0	9	1	
73.11039	0.32014	0.01	0	3	1	
44.82194	0.2912	0.01	0	2	1	
46.39001	0.294	0.01	0	1	1	
49.42309	0.31279	0.01	0	3	1	
43.3782	0.25696	0.01	0	1	0	
39.94115	0.22055	0.01	0	8	1	
46.6723	0.26118	0.01	0	6	1	
52.90983	0.26347	0.01	0.1	36	1	
44.1011	0.17819	0.01	0	0	1	
41.92474	0.31634	0.01	0	3	1	
47.41029	0.21811	0.01	0	1	1	
50.46366	0.216	0.01	0	5	1	
49.71203	0.292	0.01	0	3	1	
47.52099	0.2988	0.01	0	3	1	
47.92627	0.29089	0.01	0	3	1	
28.3989	0.22576	0.01	0	0	1	
27.50315	0.19748	0.01	0	11	0	
26.04831	0.17948	0.01	0	1	1	
28.45976	0.18942	0.01	0	1	1	
30.3405	0.32908	0.01	0.2	23	1	
31.51472	0.19669	0.01	0	1	1	
27.94121	0.17298	0.01	0	2	1	
28.60382	0.2873	0.01	0.1	3	1	
29.19127	0.13853	0.01	0	3	1	
32.17671	0.16581	0.01	0	2	1	
31.85766	0.15198	0.01	0	3	1	
16.90469	0.1306	0.01	0	1	1	
18.30037	0.11692	0.01	0	6	1	
17.92511	0.23159	0.01	0.1	15	1	
17.64651	0.12483	0.01	0	1	1	
19.67681	0.14649	0.01	0	2	1	
18.50136	0.13575	0.01	0	3	1	
19.0415	0.13894	0.01	0	3	1	
19.35665	0.13617	0.01	0	0	1	
11.5859	0.10395	0.01	0	0	1	
11.4041	0.10062	0.01	0	2	1	
11.51449	0.09078	0.01	0	5	1	
12.58857	0.09406	0.01	0	3	1	
12.15063	0.08675	0.01	0	0	1	
75.4896	0.79428	0.1	0	0	1	
78.09223	0.79674	0.1	0	0	9	
07.03.2019	6:00:00					
0.52						
12.87						
707.9876	3.66458	0.1	0	0	7	
759.11029	3.97511	0.1	0	0	8	
807.83581	4.40116	0.1	0	0	8	
760.00946	4.10648	0.1	0	0	8	
795.60986	4.25345	0.1	0	0	8	
805.46411	4.17441	0.1	0	0	8	
637.1173	3.01611	0.1	0	0	8	
94.61783	0.5628	0.01	0	17	11	
76.44196	0.49907	0.01	0.2	29	1	
74.98717	0.10393	0.01	0.1	4	1	
81.02206	0.30176	0.01	0	3	1	
81.61588	0.30193	0.01	0	4	1	
80.84293	0.27421	0.01	0	10	1	
84.74429	0.4633	0.01	0	1	1	
73.73841	0.3753	0.01	0	0	1	
80.42752	0.40708	0.01	0	0	1	
79.76175	0.39435	0.01	0	0	1	
47.74576	0.31182	0.01	0	2	1	
49.57659	0.31622	0.01	0	2	1	
52.68902	0.31853	0.01	0	4	1	
45.63314	0.29142	0.01	0	0	1	
42.09864	0.18351	0.01	0	24	1	
49.98353	0.27066	0.01	0	0	1	
56.80038	-0.0362	0.01	0.3	228	1	
46.45606	0.1949	0.01	0	3	1	
43.93687	0.42077	0.01	0.1	1	1	
49.87158	0.23769	0.01	0	0	1	
53.68286	0.24326	0.01	0	1	1	
52.99021	0.23668	0.01	0	4	1	
50.33108	0.2893	0.01	0	0	1	
50.81865	0.32367	0.01	0	3	1	
29.07933	0.24106	0.01	0	0	1	
28.10621	0.21606	0.01	0.1	3	1	
26.71659	0.19403	0.01	0	1	1	
29.5696	0.20198	0.01	0	1	1	
31.86893	0.22952	0.01	0.1	42	1	
32.97487	0.2219	0.01	0	0	1	
28.65624	0.18678	0.01	0	0	1	
29.28387	0.2896	0.01	0.1	10	1	
29.91941	0.17251	0.01	0	2	1	
33.30822	0.18251	0.01	0	1	1	
33.17218	0.17376	0.01	0	1	2	
16.91715	0.1327	0.01	0	1	1	
18.57714	0.1306	0.01	0	1	1	
18.32865	0.26461	0.01	0.1	14	1	
17.98675	0.12106	0.01	0	19	1	
20.10165	0.15597	0.01	0	0	1	
18.57471	0.14049	0.01	0	3	1	
19.09845	0.13652	0.01	0	7	1	
19.44746	0.14442	0.01	0	3	1	
11.52601	0.10585	0.01	0	3	1	
11.37922	0.10035	0.01	0	1	1	
11.49432	0.11053	0.01	0.4	34	1	
12.54027	0.08412	0.01	0	4	1	
12.03096	0.07821	0.01	0	4	1	
73.60757	0.79673	0.1	0	0	1	
76.2733	0.78059	0.1	0	0	10	
07.03.2019	12:00:00					
1.74						
12.98						
756.86871	3.96461	0.1	0	0	8	
814.44836	4.38047	0.1	0	0	9	
86.69024	0.51109	0.01	0.1	11	9	
81.53022	0.43668	0.01	0	1	1	
84.91237	0.43484	0.01	0	2	1	
86.99201	0.45227	0.01	0	0	1	
68.10705	0.30148	0.01	0	0	1	
101.77284	0.46374	0.01	0	10	1	
82.53553	0.85931	0.01	0.2	9	1	
79.70344	0.65509	0.01	0.1	0	1	
86.43861	0.32828	0.01	0	0	2	
86.50609	0.32214	0.01	0	3	1	
86.06696	0.30673	0.01	0	6	1	
90.58158	0.36341	0.01	0	8	1	
78.27825	0.40317	0.01	0	0	1	
85.83422	0.4495	0.01	0	0	1	
85.05493	0.43672	0.01	0	0	1	
50.27694	0.34149	0.01	0	2	1	
52.2394	0.34349	0.01	0	2	1	
55.35892	0.35365	0.01	0	4	1	
47.59141	0.28415	0.01	0	3	1	
44.09313	0.20384	0.01	0	21	1	
52.49984	0.29186	0.01	0	2	1	
59.8019	-0.00174	0.01	0.3	107	1	
48.36627	0.21038	0.01	0	4	1	
45.64523	0.43674	0.01	0.1	1	1	
51.94236	0.25696	0.01	0	0	1	
56.25265	0.266	0.01	0	1	2	
55.54782	0.2561	0.01	0	4	1	
52.66161	0.28155	0.01	0	3	1	
53.18911	0.35111	0.01	0	3	1	
29.71794	0.25009	0.01	0	2	1	
28.77043	0.23281	0.01	0	14	1	
27.34794	0.20105	0.01	0	1	1	
30.57268	0.21268	0.01	0	1	1	
33.10288	0.31931	0.01	0.2	31	1	
34.13268	0.22877	0.01	0	0	1	
29.26398	0.19066	0.01	0	0	1	
29.74997	0.33492	0.01	0.1	6	1	
30.64801	0.16512	0.01	0	5	1	
34.23536	0.24243	0.01	0	2	1	
34.17786	0.24558	0.01	0	5	1	
16.99288	0.16527	0.01	0	1	1	
18.75916	0.16717	0.01	0	0	1	
18.6766	0.15935	0.01	0.1	14	1	
18.2612	0.13903	0.01	0	1	1	
20.46362	0.15339	0.01	0	0	1	
18.71467	0.13783	0.01	0	0	1	
19.14142	0.14352	0.01	0	1	1	
19.6119	0.12775	0.01	0	2	1	
11.51723	0.10104	0.01	0	2	1	
11.36268	0.08365	0.01	0	0	1	
11.46246	0.08043	0.01	0	0	1	
12.52161	0.08832	0.01	0	2	1	
11.947	0.07917	0.01	0	1	1	
72.40266	0.7787	0.1	0	0	1	
75.21634	0.75945	0.1	0	0	11	
07.03.2019	18:00:00					
3.31						
13.72						
746.76562	3.93956	0.1	0	0	8	
799.41778	4.38785	0.1	0	1	9	
85.39955	0.45323	0.01	0	9	9	
80.02274	0.39305	0.01	0	8	1	
83.33277	0.45713	0.01	0	9	1	
84.6631	0.50647	0.01	0	4	1	
67.20964	0.27673	0.01	0	8	1	
99.25932	0.43182	0.01	0	4	1	
80.5519	0.52221	0.01	0	4	1	
77.85518	0.38866	0.01	0	2	1	
83.99855	0.3052	0.01	0	2	2	
84.22547	0.33622	0.01	0	7	1	
84.42834	0.32847	0.01	0	1	1	
87.91826	0.59058	0.01	0.2	35	1	
77.61259	0.41908	0.01	0	0	1	
84.49058	0.43132	0.01	0	1	1	
83.07015	0.4286	0.01	0	1	1	
49.85068	0.3395	0.01	0	0	1	
51.92268	0.32246	0.01	0	4	1	
54.81786	0.33919	0.01	0	1	1	
47.25432	0.28036	0.01	0	5	1	
43.81407	0.18292	0.01	0	20	1	
52.41397	0.24838	0.01	0	1	1	
59.98537	0.01412	0.01	0.2	220	1	
48.29199	0.29861	0.01	0	7	1	
45.03963	0.38517	0.01	0	13	1	
51.63277	0.33831	0.01	0	6	1	
55.33008	0.3369	0.01	0	20	1	
54.64435	0.27992	0.01	0	0	1	
52.01756	0.30307	0.01	0	0	1	
52.91401	0.32708	0.01	0	1	1	
29.83578	0.24095	0.01	0	3	1	
28.81413	0.19785	0.01	0	3	1	
27.35898	0.17054	0.01	0	1	1	
30.81116	0.33867	0.01	0.3	40	1	
32.82835	0.36323	0.01	0.1	4	1	
34.18069	0.15497	0.01	0	6	1	
29.48329	0.1539	0.01	0	6	1	
29.71092	0.27501	0.01	0.1	11	1	
30.41471	0.1433	0.01	0	9	1	
34.03166	0.25941	0.01	0	1	1	
34.05506	0.29083	0.01	0.1	13	1	
17.13634	0.20466	0.01	0	4	1	
18.94163	0.16313	0.01	0	3	1	
18.7646	0.07365	0.01	0.4	23	1	
18.46741	0.14344	0.01	0.1	7	1	
20.55973	0.10442	0.01	0.2	47	1	
18.8118	0.1146	0.01	0.1	1	1	
19.11783	0.16893	0.01	0	3	1	
19.49942	0.11005	0.01	0.1	11	1	
11.73218	0.06995	0.01	0.2	23	1	
11.54493	0.05433	0.01	0.3	58	1	
11.66247	0.08756	0.01	0.1	18	1	
12.63062	0.1239	0.01	0.1	24	1	
12.02691	0.09733	0.01	0.1	1	1	
73.49847	0.68698	0.1	0	7	1	
76.2656	0.76213	0.1	0	1	10	
08.03.2019	0:00:00					
2.53						
13.17						
704.03027	3.76586	0.1	0	0	7	
755.01409	4.02219	0.1	0	0	8	
804.78985	4.45052	0.1	0	1	8	
758.32922	4.18675	0.1	0	0	8	
792.34204	4.26933	0.1	0	1	9	
789.61907	4.16575	0.1	0	0	8	
642.15167	2.96752	0.1	0	1	8	
92.59577	0.71833	0.01	0.1	8	10	
76.35067	0.35462	0.01	0.2	28	1	
74.89168	0.28347	0.01	0	10	1	
80.43107	0.38375	0.01	0	2	1	
81.71378	0.36399	0.01	0	2	1	
80.29349	0.2806	0.01	0	3	1	
84.48745	0.3172	0.01	0	3	1	
74.01201	0.24696	0.01	0	7	1	
80.63097	0.28079	0.01	0	8	1	
78.83517	0.34671	0.01	0	5	1	
47.53652	0.32173	0.01	0	2	1	
49.44583	0.32357	0.01	0	3	1	
52.40242	0.33585	0.01	0	4	1	
45.78036	0.2735	0.01	0	3	1	
42.3376	0.23925	0.01	0	15	1	
50.04121	0.27872	0.01	0	2	1	
56.36604	0.23754	0.01	0.1	47	1	
46.75996	0.23858	0.01	0	3	1	
44.34172	0.35745	0.01	0	5	1	
50.3578	0.23553	0.01	0	3	1	
53.44805	0.21518	0.01	0	0	2	
52.39931	0.23967	0.01	0	1	1	
49.97139	0.25432	0.01	0	0	1	
50.8737	0.25157	0.01	0	2	1	
29.47575	0.1815	0.01	0	6	1	
28.36456	0.26963	0.01	0	9	1	
26.89498	0.1969	0.01	0	2	1	
29.66162	0.20234	0.01	0	1	1	
31.85951	0.08662	0.01	0	109	1	
32.86705	0.22302	0.01	0	2	1	
28.98272	0.18706	0.01	0	2	1	
29.5814	0.21638	0.01	0.1	21	1	
30.01585	0.19555	0.01	0	0	1	
33.16079	0.21438	0.01	0	1	1	
32.86302	0.19377	0.01	0	2	1	
17.10224	0.13754	0.01	0	2	1	
18.64334	0.12644	0.01	0	0	1	
18.42572	-0.10164	0.01	0.4	6	1	
18.07551	0.1118	0.01	0	0	1	
20.17568	0.12671	0.01	0	4	1	
18.79524	0.11373	0.01	0	1	1	
19.01628	0.18734	0.01	0	7	1	
19.389	0.15435	0.01	0	1	1	
11.73385	0.06767	0.01	0	25	1	
11.47539	0.09722	0.01	0	0	1	
11.57655	0.09315	0.01	0	0	1	
12.56731	0.0961	0.01	0	1	1	
12.06534	0.08467	0.01	0	2	1	
74.25995	0.77025	0.1	0	0	1	
77.11997	0.76953	0.1	0	0	9	
08.03.2019	6:00:00					
2.13						
12.84						
746.45056	3.87598	0.1	0	1	8	
801.9035	4.19844	0.1	0	0	9	
86.15093	0.42815	0.01	0	15	9	
81.05395	0.41787	0.01	0	3	1	
84.42687	0.42328	0.01	0	1	1	
85.77581	0.43002	0.01	0	1	1	
68.0875	0.27544	0.01	0	3	1	
101.03926	0.4337	0.01	0	3	2	
82.51257	-0.10377	0.01	0.2	13	1	
79.53516	0.05034	0.01	0.1	53	1	
86.25036	0.32061	0.01	0	5	2	
85.83636	0.33134	0.01	0	6	1	
85.92971	0.4165	0.01	0	0	1	
89.14645	0.49984	0.01	0	1	1	
78.64412	0.41623	0.01	0	0	1	
85.41087	0.44042	0.01	0	0	1	
84.49102	0.42603	0.01	0	0	1	
49.90655	0.32517	0.01	0	1	1	
52.10375	0.33172	0.01	0	1	1	
55.22869	0.3411	0.01	0	1	1	
47.58745	0.26675	0.01	0	3	1	
44.08418	0.21387	0.01	0	4	1	
52.65531	0.2635	0.01	0	2	1	
60.23955	0.03729	0.01	0.2	31	1	
48.76128	0.20497	0.01	0	2	1	
45.62763	0.36729	0.01	0	4	1	
52.20844	0.25862	0.01	0	3	1	
56.18843	0.24664	0.01	0	4	1	
55.01596	0.33293	0.01	0	2	1	
52.24978	0.33948	0.01	0	4	1	
53.14767	0.34098	0.01	0	4	1	
29.91398	0.25154	0.01	0	2	1	
28.78844	0.23032	0.01	0	15	1	
27.29763	0.19569	0.01	0	2	1	
30.55312	0.21038	0.01	0	0	1	
33.12887	0.28193	0.01	0.1	30	1	
34.20566	0.23082	0.01	0	0	1	
29.53748	0.17046	0.01	0	1	1	
29.68209	0.30037	0.01	0.1	6	1	
30.4883	0.16475	0.01	0	4	1	
33.96933	0.23068	0.01	0	1	1	
34.06012	0.23441	0.01	0	3	1	
17.00621	0.16737	0.01	0	1	1	
18.8361	0.16567	0.01	0	0	1	
18.69838	0.1679	0.01	0	21	1	
18.33008	0.14206	0.01	0	1	1	
20.53651	0.1494	0.01	0	1	1	
18.77351	0.13747	0.01	0	0	1	
19.03106	0.1438	0.01	0	1	1	
19.41406	0.13563	0.01	0	1	1	
11.62557	0.10493	0.01	0	0	1	
11.43888	0.09032	0.01	0	5	1	
11.52873	0.08252	0.01	0	2	1	
12.51786	0.08164	0.01	0	2	1	
11.96528	0.07737	0.01	0	3	1	
72.80757	0.77128	0.1	0	0	1	
75.64574	0.75469	0.1	0	0	10	
08.03.2019	12:00:00					
2.09						
12.85						
804.85736	4.45673	0.1	0	1	9	
86.43038	0.52042	0.01	0	11	9	
92.35126	0.50636	0.01	0	3	1	
86.85055	0.47183	0.01	0	0	1	
90.16628	0.47188	0.01	0	0	1	
93.16587	0.48393	0.01	0	0	1	
72.71058	0.33041	0.01	0	0	1	
110.402	0.55747	0.01	0	1	1	
88.70137	0.68511	0.01	0.1	2	1	
84.73088	0.48183	0.01	0	2	1	
92.1696	0.36812	0.01	0	2	2	
91.10968	0.35769	0.01	0	4	1	
91.94342	0.3462	0.01	0	6	1	
95.20894	0.51687	0.01	0	1	1	
83.97374	0.45028	0.01	0	0	1	
91.43776	0.48484	0.01	0	1	1	
91.03282	0.48819	0.01	0	1	1	
52.95419	0.3665	0.01	0	2	1	
55.39237	0.37272	0.01	0	2	1	
58.70519	0.37914	0.01	0	2	1	
49.9394	0.30106	0.01	0	3	1	
46.35104	0.21628	0.01	0	23	1	
56.05934	0.26808	0.01	0	1	1	
64.65476	-0.15624	0.01	0.2	70	1	
51.10924	0.24132	0.01	0	2	1	
47.39181	0.48026	0.01	0	15	1	
54.69609	0.35171	0.01	0	3	1	
59.18737	0.39242	0.01	0	15	1	
58.26224	0.33922	0.01	0	3	1	
55.2313	0.33125	0.01	0	2	1	
56.27169	0.33518	0.01	0	4	1	
30.60439	0.24801	0.01	0	0	1	
29.66885	0.19804	0.01	0	0	1	
28.16491	0.18001	0.01	0	2	1	
31.91081	0.18293	0.01	0	2	1	
34.48117	0.31189	0.01	0	2	1	
35.88655	0.20797	0.01	0	3	1	
30.33156	0.16012	0.01	0	5	1	
30.4981	0.22544	0.01	0	1	1	
31.38036	0.20237	0.01	0	0	1	
35.25993	0.24648	0.01	0	2	1	
35.56101	0.25438	0.01	0	4	1	
17.13591	0.16889	0.01	0	2	1	
19.21493	0.1724	0.01	0	0	1	
19.17851	0.16928	0.01	0.1	25	1	
18.80005	0.14471	0.01	0	0	1	
21.10095	0.15919	0.01	0	2	1	
18.98052	0.13727	0.01	0	2	1	
19.22448	0.15721	0.01	0	1	1	
19.69228	0.13345	0.01	0	2	1	
11.64441	0.08209	0.01	0	3	1	
